interventionDuration,interventionType,resolution,app,timezone,isReIntervention,timestamp,purpose
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754158024.557754,Entertainment
,,closedApp,facebook,America/New_York,False,1754158101.292572,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754158239.927985,Entertainment
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754159491.529041,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754159511.1442208,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754160594.847789,Entertainment
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754184937.130039,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754184940.69297,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754185164.786222,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754186124.164453,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754187257.126089,
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754188196.652553,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754223625.9788508,Entertainment
,,closedApp,facebook,America/New_York,False,1754223784.484988,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754235340.385034,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754238727.6862311,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754239791.6036,Entertainment
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754241954.060889,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754243074.7284489,Entertainment
,,closedApp,facebook,America/New_York,False,1754243200.946976,
,,closedApp,facebook,America/New_York,False,1754243568.66894,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754243672.178955,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754245119.607339,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754245966.690289,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754246848.62745,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754247517.30166,Entertainment
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754252004.048096,Entertainment
,,closedApp,instagram,America/New_York,False,1754252146.179555,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754265835.4392052,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754267195.568496,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754267987.24596,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754268661.69028,Entertainment
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754270051.0205321,Entertainment
1.5,breathingExercise,dismissedAppOpening,tikTok,America/New_York,False,1754272767.230828,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754272779.049607,Entertainment
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1754306713.872133,
1.5,breathingExercise,dismissedAppOpening,facebook,America/New_York,False,1754311333.208302,
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754311340.443049,Entertainment
,,closedApp,instagram,America/New_York,False,1754311488.435192,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754311688.5729609,Entertainment
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754313321.926509,Entertainment
,,closedApp,instagram,America/New_York,False,1754312070.710865,
,,closedApp,instagram,America/New_York,False,1754313485.390964,
,,closedApp,facebook,America/New_York,False,1754311775.761366,
,,closedApp,facebook,America/New_York,False,1754311833.073121,
,,closedApp,facebook,America/New_York,False,1754312486.166723,
,,closedApp,facebook,America/New_York,False,1754312715.089329,
,,closedApp,facebook,America/New_York,False,1754313096.266951,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754313731.91354,Entertainment
1.5,breathingExercise,openedApp,instagram,America/New_York,False,1754339726.354234,Entertainment
,,closedApp,instagram,America/New_York,False,1754339868.328679,
1.5,breathingExercise,openedApp,facebook,America/New_York,False,1754339880.001975,Entertainment
,,closedApp,instagram,America/New_York,False,1754340293.4058719,
,,closedApp,instagram,America/New_York,False,1754340395.302194,
,,closedApp,facebook,America/New_York,False,1754340189.4936352,
1.5,breathingExercise,openedApp,tikTok,America/New_York,False,1754352154.017133,Entertainment
