purpose,isReIntervention,timestamp,resolution,app,interventionDuration,timezone,interventionType,timeIntervalUntilReIntervention
Bericht,False,1751623727.0408568,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Bericht,False,1751623871.9608269,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1751624667.79394,closedApp,NOS,,Europe/Amsterdam,,
Bericht,False,1751626464.850422,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751626591.337497,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751630558.4682322,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Bericht,False,1751630679.895189,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751631389.6813102,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1751631439.154858,closedApp,NOS,,Europe/Amsterdam,,
Bericht,False,1751631810.904805,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751632028.581085,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Bericht,False,1751632176.496491,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751632378.9834518,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751632632.328641,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751633261.9380379,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751633460.603235,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751635350.391082,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751636743.8820539,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751639467.003536,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751640444.651365,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751641322.9653568,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751641526.272486,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751643477.2372499,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751643600.4714599,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751644629.913207,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751644653.154671,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751648168.5679479,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751648270.076385,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751648749.88218,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751649261.955626,closedApp,NOS,,Europe/Amsterdam,,
,False,1751649295.029566,closedApp,NOS,,Europe/Amsterdam,,
,False,1751649299.259866,closedApp,NOS,,Europe/Amsterdam,,
,False,1751650435.4068599,closedApp,NOS,,Europe/Amsterdam,,
,False,1751651133.198907,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751655152.5520902,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Entertainment,False,1751659876.2479792,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751660381.661351,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751660523.142164,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751660635.868476,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751660653.999773,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751660851.968502,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751660892.923462,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751662273.056069,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1751662560.700376,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Post iets,False,1751662661.461317,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751662978.480624,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751663089.695047,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751663281.007138,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751663384.963629,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751663594.171043,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751664103.802724,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751664309.0519428,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751664373.2879062,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1751664482.12746,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751665679.9512382,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751665892.254627,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751666554.819827,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751666762.030333,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751697128.5371041,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751667841.10962,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751699258.4846869,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Entertainment,True,1751699464.9318218,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,True,1751700352.313298,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1751700665.541255,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1751700747.308522,closedApp,NOS,,Europe/Amsterdam,,
,False,1751700885.801389,closedApp,NOS,,Europe/Amsterdam,,
,False,1751700938.653461,closedApp,NOS,,Europe/Amsterdam,,
,False,1751701065.524448,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751701889.848034,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751703100.569735,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751703521.9754028,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751703718.05491,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751703916.896369,closedApp,NOS,,Europe/Amsterdam,,
,False,1751704111.605146,closedApp,NOS,,Europe/Amsterdam,,
,False,1751704140.544174,closedApp,NOS,,Europe/Amsterdam,,
,False,1751706290.379447,closedApp,NOS,,Europe/Amsterdam,,
,False,1751706500.060285,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751706606.625395,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751706811.677048,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1751707262.441921,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751708779.836255,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751710073.540704,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751710128.292314,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751712124.857792,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751712201.203905,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751713360.756887,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751713505.675977,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1751713601.398913,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751714302.6080031,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751714742.3871698,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751715294.649662,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751715401.525075,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751715732.6490579,closedApp,twitter,,Europe/Amsterdam,,
,False,1751715566.505769,closedApp,NOS,,Europe/Amsterdam,,
,False,1751715624.4276052,closedApp,NOS,,Europe/Amsterdam,,
,False,1751715677.0715342,closedApp,NOS,,Europe/Amsterdam,,
,False,1751715747.662228,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751716017.675257,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751716123.530076,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751716297.297145,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1751716501.174737,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751719776.274281,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751719896.874691,closedApp,NOS,,Europe/Amsterdam,,
,False,1751719961.3472362,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751720008.6323009,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751720399.4316258,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751720937.347332,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751721193.312191,closedApp,NOS,,Europe/Amsterdam,,
,False,1751721201.084159,closedApp,NOS,,Europe/Amsterdam,,
,False,1751722383.693637,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751726117.189632,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751727313.693856,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751727617.7859669,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751728162.1178908,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751733115.032443,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751735416.257158,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,True,1751735739.6215382,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,True,1751736056.0750952,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751737573.4333448,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751743595.084099,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751745402.975597,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751745989.054887,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751746554.064312,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751746579.729341,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751748689.611508,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751748881.06488,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751750454.107872,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751750510.542632,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751750739.142737,closedApp,NOS,,Europe/Amsterdam,,
,False,1751750803.6569571,closedApp,NOS,,Europe/Amsterdam,,
,False,1751751901.567688,closedApp,NOS,,Europe/Amsterdam,,
,False,1751750735.0368261,closedApp,nrcNews,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751780149.264573,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751784300.4581618,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751784509.6616368,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751785649.409425,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751785699.974256,closedApp,NOS,,Europe/Amsterdam,,
,False,1751785877.4424539,closedApp,NOS,,Europe/Amsterdam,,
,False,1751786445.760665,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751786482.7321548,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751786658.256847,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751786881.0139241,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1751787406.43062,closedApp,NOS,,Europe/Amsterdam,,
,False,1751787492.863968,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751787875.800216,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1751788021.079113,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751788894.724755,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751789475.992958,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751789650.720792,closedApp,NOS,,Europe/Amsterdam,,
,False,1751789662.8774428,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751793012.078899,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751793937.355558,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751794043.756823,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751794545.622559,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751795583.280263,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751795814.464926,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751796870.607678,closedApp,NOS,,Europe/Amsterdam,,
,False,1751797075.268184,closedApp,NOS,,Europe/Amsterdam,,
,False,1751797125.71998,closedApp,NOS,,Europe/Amsterdam,,
,False,1751797232.8209062,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751797255.171805,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751798041.552876,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751798171.015832,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751800381.599173,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751801973.5376391,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751802144.678053,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751802349.2435799,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1751802487.9407291,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751803010.9630299,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751804040.877758,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751805426.0556788,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751805514.805789,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751807051.99841,closedApp,NOS,,Europe/Amsterdam,,
,False,1751807479.4340081,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751809564.6165829,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751810503.255501,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751812564.733176,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751813764.386075,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751814414.783828,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751815684.129338,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751815715.381866,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751818305.841255,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751818535.655211,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751819320.597014,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751821147.615814,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751824285.5261421,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751824323.960778,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1751824355.308734,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751825104.81455,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751825207.854816,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751825370.664528,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751825765.8772368,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751826208.004778,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751829182.333342,closedApp,NOS,,Europe/Amsterdam,,
,False,1751829546.380231,closedApp,NOS,,Europe/Amsterdam,,
,False,1751829728.680512,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751830387.9312649,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751831008.563595,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751832749.003427,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751833430.554991,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751834362.892535,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751834441.1927218,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751835333.430059,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751835435.7697659,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751837044.9367561,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751837653.830491,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751838521.835707,closedApp,NOS,,Europe/Amsterdam,,
,False,1751838550.920075,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751868972.050671,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751869017.453673,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751870514.85969,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751870868.26245,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1751871013.458115,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,True,1751871336.991551,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751871691.122309,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751872205.720655,closedApp,NOS,,Europe/Amsterdam,,
,False,1751872224.281553,closedApp,NOS,,Europe/Amsterdam,,
,False,1751872288.211619,closedApp,NOS,,Europe/Amsterdam,,
,False,1751872290.8108258,closedApp,NOS,,Europe/Amsterdam,,
,False,1751872443.312821,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751873162.440527,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751875059.628374,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751877386.058377,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751879002.902103,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751881801.960629,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751882847.335932,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751883134.766902,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1751884423.9640589,closedApp,NOS,,Europe/Amsterdam,,
,False,1751884774.810952,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751885072.898324,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751887316.772887,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751887450.699222,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1751888356.531993,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1751888454.3601232,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751888965.23628,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751893784.29819,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751893852.642202,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751893894.817246,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751894381.424985,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1751894524.310199,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1751896272.868801,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751896385.3904939,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751896434.2240791,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751896538.3978739,closedApp,NOS,,Europe/Amsterdam,,
,False,1751896585.021766,closedApp,NOS,,Europe/Amsterdam,,
,False,1751896810.9650269,closedApp,NOS,,Europe/Amsterdam,,
,False,1751896894.546019,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751896914.288484,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1751898142.267168,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751899600.260659,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751899873.8452458,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751900028.4925718,closedApp,NOS,,Europe/Amsterdam,,
,False,1751900953.9159,closedApp,NOS,,Europe/Amsterdam,,
,False,1751901280.004076,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751902013.4639611,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1751903271.071947,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751905164.036255,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751907117.822688,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1751908308.080395,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751909333.654986,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751911056.382998,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1751911133.415829,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1751912303.371182,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751915924.34623,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751917525.503639,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1751917644.532938,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751917996.398868,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751919192.019073,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1751919619.8122911,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Entertainment,False,1751919678.685854,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,
Entertainment,False,1751919833.051511,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,900.0
,False,1751920549.248553,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1751922621.674572,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,660.0
Nieuwsgierig ,False,1751923191.0110312,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,780.0
,False,1751924297.470294,closedApp,NOS,,Europe/Amsterdam,,
,False,1751925320.6820931,closedApp,NOS,,Europe/Amsterdam,,
,False,1751925493.794053,closedApp,NOS,,Europe/Amsterdam,,
,False,1751925524.954329,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1751925583.9900389,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,480.0
Nieuwsgierig ,False,1751925679.281921,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1751926343.958936,closedApp,NOS,,Europe/Amsterdam,,
