purpose,isReIntervention,timestamp,resolution,app,interventionDuration,timezone,interventionType,timeIntervalUntilReIntervention
Nieuwsgierig ,False,1750231185.443001,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Watercloset,False,1750231688.2556648,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750234081.778393,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750234728.8135939,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750235112.952505,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750235511.6139688,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750235613.2544708,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750235630.394762,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750235959.4533591,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1750236030.3433042,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Zoek informatie,False,1750236185.025916,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1750236233.7858338,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750236525.904165,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1750236716.852631,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750237212.187454,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750239788.593425,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1750239921.971673,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750239979.442975,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750240864.2682629,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750241080.9715152,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750241217.101393,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
,False,1750241436.1811562,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750243585.3941379,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Verveeld,False,1750245259.4035668,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Verveeld,False,1750245346.270688,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750252189.658489,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1750259305.789456,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750259341.5980911,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
,False,1750259494.9501948,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750260159.624476,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750261214.605651,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750261291.721209,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1750261364.4940991,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750267524.489375,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750276809.1797562,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750277801.270584,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750277828.940588,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750284173.2885041,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750284259.478631,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Kan niet slapen,False,1750285010.4520679,openedApp,NOS,6.0,Europe/Amsterdam,breathingExercise,
,False,1750285024.3096972,closedApp,NOS,,Europe/Amsterdam,,
,False,1750285218.174767,closedApp,NOS,,Europe/Amsterdam,,
,False,1750285400.439574,closedApp,NOS,,Europe/Amsterdam,,
Bericht,False,1750285444.32226,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750286509.5852299,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1750286539.201067,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750311459.764868,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750311534.959177,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750311560.4275851,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Blijf in de lus,False,1750313062.854292,openedApp,NOS,6.0,Europe/Amsterdam,breathingExercise,
,False,1750313275.8021832,closedApp,NOS,,Europe/Amsterdam,,
,False,1750313301.8803592,closedApp,NOS,,Europe/Amsterdam,,
,False,1750313320.520127,closedApp,NOS,,Europe/Amsterdam,,
Blijf in de lus,False,1750313428.229151,openedApp,NOS,6.0,Europe/Amsterdam,breathingExercise,
,False,1750313431.3001199,closedApp,NOS,,Europe/Amsterdam,,
,False,1750313434.296186,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750313781.225584,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1750313985.3301091,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750314347.5316648,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750315512.730101,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750316838.0837379,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750318847.132492,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Zoek informatie,False,1750318989.038363,openedApp,NOS,6.0,Europe/Amsterdam,breathingExercise,
,False,1750319019.7125568,closedApp,NOS,,Europe/Amsterdam,,
,False,1750319120.9115481,closedApp,NOS,,Europe/Amsterdam,,
,False,1750319663.274559,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750320466.539229,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750321643.8156471,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750322050.261949,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750322149.948853,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Ontsnappen / Vermijden,False,1750322361.098908,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750324762.2122269,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750328437.748122,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750328679.912675,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750329512.890994,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Zoek informatie,True,1750329612.7355819,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
,False,1750330370.887886,closedApp,facebook,,Europe/Amsterdam,,
,False,1750330374.333601,closedApp,facebook,,Europe/Amsterdam,,
Post iets,False,1750330412.6930618,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Post iets,False,1750330472.164362,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750330586.1294231,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750330736.259196,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750332311.330717,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750333027.442913,closedApp,facebook,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750334047.927185,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750335542.736734,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750336716.148942,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1750340151.689506,closedApp,NOS,,Europe/Amsterdam,,
,False,1750340176.081294,closedApp,NOS,,Europe/Amsterdam,,
,False,1750340317.113556,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750340342.602557,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1750340443.584158,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750340791.098896,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750343587.1235461,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750343635.704459,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750343681.741333,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750343868.123888,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1750345366.2429929,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750350406.324219,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750350474.328347,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1750352317.0716882,closedApp,NOS,,Europe/Amsterdam,,
,False,1750353010.667722,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750353035.7946692,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750356808.847152,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750358631.521508,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750361010.628408,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750362481.186523,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750364984.663659,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750365087.8655581,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750365144.012615,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
,False,1750365170.331596,closedApp,NOS,,Europe/Amsterdam,,
,False,1750365213.326157,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750366647.312263,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750366983.1118422,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Blijf in de lus,False,1750367073.145722,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750367480.966686,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1750367636.820039,closedApp,NOS,,Europe/Amsterdam,,
,False,1750368565.9093251,closedApp,NOS,,Europe/Amsterdam,,
,False,1750368686.5416842,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750398010.543761,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1750398098.1511312,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750398163.975246,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750399137.5133638,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1750399461.1870499,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750400013.075391,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750401697.562876,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750401980.940573,closedApp,NOS,,Europe/Amsterdam,,
,False,1750402618.3452458,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750402702.892682,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750403785.161253,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750404121.69281,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750404245.562679,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750404612.914372,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750406039.190661,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750406527.7872481,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750412287.1444511,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Verveeld,False,1750413640.875289,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Zoek informatie,False,1750414786.931036,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750414894.67273,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750422997.027622,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750423153.2409,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750423249.0588222,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1750423285.970326,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750425950.24382,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750426154.7817202,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750426392.9944649,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1750427517.4296699,closedApp,NOS,,Europe/Amsterdam,,
,False,1750430428.583956,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750430447.595834,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750432971.9505649,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750433244.16173,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750434175.845402,dismissedAppOpening,facebook,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750434608.393886,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750434838.556941,closedApp,NOS,,Europe/Amsterdam,,
,False,1750435010.1481252,closedApp,NOS,,Europe/Amsterdam,,
,False,1750435277.272115,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750436145.467948,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1750436288.687568,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
,False,1750436442.403654,closedApp,NOS,,Europe/Amsterdam,,
,False,1750436874.409912,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750437187.253315,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750438233.012084,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1750438437.631085,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750440155.236621,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750440549.70427,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750442414.5408158,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750443920.7615008,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Bericht,False,1750445386.1905742,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Blijf in de lus,True,1750445486.734665,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Blijf in de lus,True,1750445685.822349,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750446137.420902,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Blijf in de lus,False,1750447505.9842339,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750447645.195091,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750449367.512131,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750452345.5882711,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Blijf in de lus,True,1750452500.691982,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750453194.7648659,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,60.0
Bericht,False,1750454156.3885221,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1750484162.41483,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1750485019.026129,closedApp,NOS,,Europe/Amsterdam,,
,False,1750485220.622103,closedApp,NOS,,Europe/Amsterdam,,
,False,1750485348.8049622,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750485368.956243,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750485519.587667,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750485548.3163738,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750485623.7247171,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Post iets,False,1750485644.812532,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750486912.867732,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1750487114.782552,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750487617.3880591,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
,False,1750487760.3659801,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750488129.5199509,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750488158.710737,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750490397.312667,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750490429.0513082,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,60.0
,False,1750490902.58687,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1750491021.899118,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1750502628.822497,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750502711.013836,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750528572.4475632,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1750528693.9475389,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,180.0
,False,1750528965.9512482,dismissedAppOpening,instagram,6.0,Europe/Amsterdam,breathingExercise,
,False,1750529104.769764,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1750529760.22964,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1750529816.432609,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1750532176.2225862,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1750533324.4838839,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Blijf in de lus,True,1750533647.817941,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750534485.589534,openedApp,instagram,6.0,Europe/Amsterdam,breathingExercise,300.0
Nieuwsgierig ,False,1750535748.927916,openedApp,facebook,6.0,Europe/Amsterdam,breathingExercise,300.0
