app,resolution,timestamp,interventionDuration,timezone,interventionType,isReIntervention
youtube,openedApp,1752625792.796774,6.0,America/New_York,breathingExercise,False
youtube,closedApp,1752627047.23628,,America/New_York,,False
youtube,closedApp,1752628000.005542,,America/New_York,,False
youtube,dismissedAppOpening,1752628428.689014,6.0,America/New_York,breathingExercise,False
youtube,openedApp,1752630647.0909262,6.0,America/New_York,breathingExercise,False
youtube,closedApp,1752632037.633016,,America/New_York,,False
youtube,openedApp,1752666027.2887201,6.0,America/New_York,breathingExercise,False
youtube,closedApp,1752666031.152636,,America/New_York,,False
youtube,closedApp,1752666449.27781,,America/New_York,,False
youtube,openedApp,1752709321.054222,6.0,America/New_York,breathingExercise,False
youtube,closedApp,1752709455.232558,,America/New_York,,False
youtube,openedApp,1752709647.809792,6.0,America/New_York,breathingExercise,False
youtube,closedApp,1752710402.07271,,America/New_York,,False
youtube,openedApp,1752712634.5755,6.0,America/New_York,breathingExercise,False
youtube,closedApp,1752713912.549053,,America/New_York,,False
youtube,openedApp,1752717990.960586,6.0,America/New_York,breathingExercise,False
