isReIntervention,timestamp,timezone,purpose,app,interventionType,resolution,interventionDuration,terminationReason
0.0,1750607394.195928,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750607754.116988,Europe/Zurich,,instagram,,openedApp,,
0.0,1750607814.116988,Europe/Zurich,,instagram,,closedApp,,
0.0,1750607814.116988,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750621259.344685,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750621624.254267,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750621684.254267,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750621684.254267,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750622587.589617,Europe/Zurich,,instagram,,openedApp,,
0.0,1750622647.589617,Europe/Zurich,,instagram,,closedApp,,
0.0,1750622647.589617,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750666957.532274,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750667017.532274,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750667017.532274,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750694062.704235,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750694484.49073,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750694706.830153,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750694766.830154,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750694766.830154,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750699987.6014252,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750701728.649599,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750702837.7413812,Europe/Zurich,,instagram,,openedApp,,
0.0,1750702897.7413812,Europe/Zurich,,instagram,,closedApp,,
0.0,1750702897.7413812,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750703769.313644,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750704074.2802901,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750704134.2802901,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750704134.280291,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750713773.6076941,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750713958.603599,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750714018.603599,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750714018.603599,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750742421.1598768,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1750742606.591127,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750742666.5911279,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750742666.5911279,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750750476.849587,Europe/Zurich,Message,tikTok,breathingExercise,openedApp,6.0,
0.0,1750750782.0597348,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750750842.059736,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750750842.059736,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750750894.0690432,Europe/Zurich,,instagram,,openedApp,,
0.0,1750750954.0690432,Europe/Zurich,,instagram,,closedApp,,
0.0,1750750954.0690432,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750778804.611949,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1750779229.773658,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750779289.773658,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750779289.773659,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750781059.553893,Europe/Zurich,,instagram,,openedApp,,
0.0,1750781119.553893,Europe/Zurich,,instagram,,closedApp,,
0.0,1750781119.553893,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750781883.185369,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1750782128.237428,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750782188.2374291,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750782188.2374291,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750791654.978489,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750791714.978489,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750791714.978489,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750864644.8931708,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750864704.8931708,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750864704.8931708,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750864787.4702501,Europe/Zurich,Relax,instagram,breathingExercise,openedApp,6.0,
0.0,1750865031.8214931,Europe/Zurich,,instagram,,openedApp,,
0.0,1750865091.8214931,Europe/Zurich,,instagram,,closedApp,,
0.0,1750865091.8214931,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750870247.9055948,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750870307.9055948,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750870307.9055948,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750870303.6927571,Europe/Zurich,,instagram,,openedApp,,
0.0,1750870363.692758,Europe/Zurich,,instagram,,closedApp,,
0.0,1750870363.692758,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750877001.19262,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750877365.037949,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750877425.03795,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750877425.03795,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750880217.4228668,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1750880582.111069,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750880642.1110702,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750880642.1110702,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750880819.4750528,Europe/Zurich,,instagram,,openedApp,,
0.0,1750880879.475054,Europe/Zurich,,instagram,,closedApp,,
0.0,1750880879.475054,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750880920.434336,Europe/Zurich,Message,instagram,breathingExercise,openedApp,6.0,
0.0,1750881225.416981,Europe/Zurich,,instagram,,openedApp,,
0.0,1750881285.416981,Europe/Zurich,,instagram,,closedApp,,
0.0,1750881285.416981,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750881763.738357,Europe/Zurich,,instagram,,openedApp,,
0.0,1750881823.738357,Europe/Zurich,,instagram,,closedApp,,
0.0,1750881823.738357,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750882282.9099422,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750882342.909943,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750882342.909943,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750924802.906575,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750924988.611889,Europe/Zurich,,instagram,,openedApp,,
0.0,1750925048.6118898,Europe/Zurich,,instagram,,closedApp,,
0.0,1750925048.6118898,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750933658.6849651,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750933718.684966,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750933718.684966,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750933757.2285619,Europe/Zurich,,instagram,,openedApp,,
0.0,1750933817.2285628,Europe/Zurich,,instagram,,closedApp,,
0.0,1750933817.2285628,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750935893.884469,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750935953.884469,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750935953.884469,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750937522.704947,Europe/Zurich,,instagram,,openedApp,,
0.0,1750937582.704947,Europe/Zurich,,instagram,,closedApp,,
0.0,1750937582.704947,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750937648.6337528,Europe/Zurich,Relax,instagram,breathingExercise,openedApp,6.0,
0.0,1750956305.268017,Europe/Zurich,Wait,tikTok,breathingExercise,openedApp,6.0,
0.0,1750959805.179542,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750959865.179542,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750959865.179542,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750966727.645784,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750967153.210073,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750967213.210074,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750967213.210074,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750967519.644108,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750967764.201745,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750967824.201746,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750967824.201746,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750968159.025457,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750968661.87703,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1750968967.822053,Europe/Zurich,,tikTok,,openedApp,,
0.0,1750969027.822053,Europe/Zurich,,tikTok,,closedApp,,
0.0,1750969027.822053,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1750969137.8212261,Europe/Zurich,,instagram,,openedApp,,
0.0,1750969197.821227,Europe/Zurich,,instagram,,closedApp,,
0.0,1750969197.821227,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1750969380.530346,Europe/Zurich,Toilet,tikTok,breathingExercise,openedApp,6.0,
0.0,1751018633.011042,Europe/Zurich,,instagram,,openedApp,,
0.0,1751018693.011043,Europe/Zurich,,instagram,,closedApp,,
0.0,1751018693.011043,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751018836.689724,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751018896.689724,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751018896.689724,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751038515.7718148,Europe/Zurich,Message,tikTok,breathingExercise,openedApp,6.0,
0.0,1751073269.588877,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751073329.5888782,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751073329.5888782,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751101704.84333,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751102147.294757,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751102571.333461,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751102631.333461,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751102631.333461,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751102656.675901,Europe/Zurich,,instagram,,openedApp,,
0.0,1751102716.675901,Europe/Zurich,,instagram,,closedApp,,
0.0,1751102716.675901,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751103594.083098,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751109931.668906,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751109991.668906,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751109991.668906,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751110169.5481138,Europe/Zurich,,instagram,,openedApp,,
0.0,1751110229.548115,Europe/Zurich,,instagram,,closedApp,,
0.0,1751110229.548115,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751125175.0108938,Europe/Zurich,,instagram,,openedApp,,
0.0,1751125235.0108938,Europe/Zurich,,instagram,,closedApp,,
0.0,1751125235.0108938,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751183835.663927,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751184224.364861,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751184830.167406,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751184890.167406,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751184890.167406,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751192166.963078,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751192226.963078,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751192226.963078,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751193149.506279,Europe/Zurich,,instagram,,openedApp,,
0.0,1751193209.506279,Europe/Zurich,,instagram,,closedApp,,
0.0,1751193209.506279,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751193234.307724,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1751193540.373787,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751193600.3737879,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751193600.3737879,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751194730.698503,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751194882.7059078,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751195800.45252,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1751196664.462521,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751196724.462522,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751196724.462522,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751196771.1439471,Europe/Zurich,,instagram,,openedApp,,
0.0,1751196831.1439471,Europe/Zurich,,instagram,,closedApp,,
0.0,1751196831.1439471,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751208697.915554,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751217250.745472,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751217584.5928879,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751217902.4750838,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751219033.669796,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751223685.30579,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1751224066.732994,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1751224305.872962,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751224365.872963,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751224365.872963,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751224803.007004,Europe/Zurich,,instagram,,openedApp,,
0.0,1751224863.007004,Europe/Zurich,,instagram,,closedApp,,
0.0,1751224863.007004,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751226324.8382158,Europe/Zurich,Stay In the Loop,instagram,breathingExercise,openedApp,6.0,
0.0,1751227454.202564,Europe/Zurich,,instagram,,openedApp,,
0.0,1751227514.202565,Europe/Zurich,,instagram,,closedApp,,
0.0,1751227514.202565,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751294231.759575,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751295174.734184,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751297140.990069,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751297461.97574,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1751297704.598318,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751297764.598318,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751297764.598318,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751297860.223417,Europe/Zurich,,instagram,,openedApp,,
0.0,1751297920.223417,Europe/Zurich,,instagram,,closedApp,,
0.0,1751297920.223417,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751297987.7555819,Europe/Zurich,Check likes,instagram,breathingExercise,openedApp,6.0,
0.0,1751298230.809451,Europe/Zurich,,instagram,,openedApp,,
0.0,1751298290.809451,Europe/Zurich,,instagram,,closedApp,,
0.0,1751298290.809451,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751305348.200276,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751305408.200276,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751305408.2002769,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751306691.2896929,Europe/Zurich,,instagram,,openedApp,,
0.0,1751306751.2896929,Europe/Zurich,,instagram,,closedApp,,
0.0,1751306751.2896929,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751377719.6516352,Europe/Zurich,,instagram,,openedApp,,
0.0,1751377779.6516352,Europe/Zurich,,instagram,,closedApp,,
0.0,1751377779.6516352,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751377719.709324,Europe/Zurich,,instagram,,openedApp,,
0.0,1751377779.709324,Europe/Zurich,,instagram,,closedApp,,
0.0,1751377779.709324,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751397875.6081672,Europe/Zurich,Toilet,tikTok,breathingExercise,openedApp,6.0,
0.0,1751398081.912992,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751398141.912992,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751398141.912992,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751437028.167861,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751437211.658092,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751437271.658093,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751437271.658093,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751437301.882364,Europe/Zurich,,instagram,,openedApp,,
0.0,1751437361.882364,Europe/Zurich,,instagram,,closedApp,,
0.0,1751437361.882364,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751437383.690202,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751437383.872411,Europe/Zurich,,tikTok,breathingExercise,dismissedAppOpening,6.0,
0.0,1751437745.636363,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751437805.636364,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751437805.636364,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751440055.48311,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751488908.233418,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751489515.0919561,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751489575.0919561,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751489575.0919561,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751489876.103428,Europe/Zurich,Relax,instagram,breathingExercise,openedApp,6.0,
0.0,1751531205.8511071,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751531265.8511071,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751531265.8511071,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751557183.602869,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751557747.308865,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751558405.371382,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751558465.371382,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751558465.371382,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751561385.586529,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751573960.271497,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751574282.579253,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751574785.932353,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751575570.385432,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751575630.385433,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751575630.385433,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751576185.178814,Europe/Zurich,,instagram,,openedApp,,
0.0,1751576245.178814,Europe/Zurich,,instagram,,closedApp,,
0.0,1751576245.178814,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751578928.015396,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751579113.0667539,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751579173.0667539,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751579173.0667539,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751609350.098081,Europe/Zurich,,instagram,,openedApp,,
0.0,1751609410.098082,Europe/Zurich,,instagram,,closedApp,,
0.0,1751609410.098082,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751609750.7469401,Europe/Zurich,Relax,instagram,breathingExercise,openedApp,6.0,
0.0,1751615624.1981301,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751615684.1981301,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751615684.1981301,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751616007.492348,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751616090.180999,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751616900.3043718,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751627264.275275,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751628188.38791,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751641357.333643,Europe/Zurich,,tikTok,breathingExercise,dismissedAppOpening,6.0,
0.0,1751641416.5834699,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751657771.608319,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751658138.309761,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751658198.309761,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751658198.309761,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751658204.649959,Europe/Zurich,,instagram,,openedApp,,
0.0,1751658264.649959,Europe/Zurich,,instagram,,closedApp,,
0.0,1751658264.649959,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751696368.348192,Europe/Zurich,,instagram,,openedApp,,
0.0,1751696428.3481932,Europe/Zurich,,instagram,,closedApp,,
0.0,1751696428.3481932,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751718466.298555,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751719401.294136,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751720059.84185,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751720119.84185,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751720119.84185,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751720365.953882,Europe/Zurich,Relax,instagram,breathingExercise,openedApp,6.0,
0.0,1751720403.524204,Europe/Zurich,,instagram,,openedApp,,
0.0,1751720463.524204,Europe/Zurich,,instagram,,closedApp,,
0.0,1751720463.524204,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751727724.0199862,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751728417.4212132,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751728477.421214,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751728477.421214,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751786316.42349,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751786376.423491,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751786376.423491,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751786509.975291,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751786697.6181011,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751786757.618102,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751786757.618102,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751786955.98042,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751787197.538261,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751787257.538261,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751787257.538261,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751788226.079166,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751788226.311644,Europe/Zurich,,tikTok,breathingExercise,dismissedAppOpening,6.0,
0.0,1751788676.980397,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751788884.356132,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751789753.8132339,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751790241.330367,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751790301.330367,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751790301.330367,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751793008.16261,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751793313.695737,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751793373.6957378,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751793373.6957378,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751793379.4185061,Europe/Zurich,,instagram,,openedApp,,
0.0,1751793439.4185061,Europe/Zurich,,instagram,,closedApp,,
0.0,1751793439.4185061,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751806670.5475202,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751813615.525776,Europe/Zurich,,tikTok,breathingExercise,dismissedAppOpening,6.0,
0.0,1751833412.172823,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751833859.742962,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751834299.039051,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1751834559.3449779,Europe/Zurich,Relax,tikTok,breathingExercise,openedApp,6.0,
0.0,1751834857.865796,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751834917.865796,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751834917.865796,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751869866.470405,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751869926.470405,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751869926.470405,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751870022.149111,Europe/Zurich,,instagram,,openedApp,,
0.0,1751870082.149112,Europe/Zurich,,instagram,,closedApp,,
0.0,1751870082.149112,Europe/Zurich,,instagram,,dismissedAppOpening,,
0.0,1751870599.0106668,Europe/Zurich,,tikTok,breathingExercise,dismissedAppOpening,6.0,
0.0,1751871757.820544,Europe/Zurich,Stay In the Loop,tikTok,breathingExercise,openedApp,6.0,
0.0,1751872001.840897,Europe/Zurich,,tikTok,,openedApp,,
0.0,1751872061.840897,Europe/Zurich,,tikTok,,closedApp,,
0.0,1751872061.840898,Europe/Zurich,,tikTok,,dismissedAppOpening,,
0.0,1751872179.375859,Europe/Zurich,,instagram,,openedApp,,
0.0,1751872239.375859,Europe/Zurich,,instagram,,closedApp,,
0.0,1751872239.375859,Europe/Zurich,,instagram,,dismissedAppOpening,,
