interventionType,resolution,isReIntervention,purpose,timezone,interventionDuration,timestamp,app,timeIntervalUntilReIntervention
,closedApp,False,,America/Bogota,,1750522439.6422892,whastapp,
,closedApp,False,,America/Bogota,,1750523369.6368809,whastapp,
,closedApp,False,,America/Bogota,,1750523503.1668448,whastapp,
,closedApp,False,,America/Bogota,,1750523554.955003,whastapp,
,closedApp,False,,America/Bogota,,1750523586.798293,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750523660.868479,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750523861.366922,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750523975.264432,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750524051.767177,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750524620.7763329,whastapp,840.0
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750525649.092318,whastapp,
,closedApp,False,,America/Bogota,,1750524850.428035,whastapp,
,closedApp,False,,America/Bogota,,1750524870.4240642,whastapp,
,closedApp,False,,America/Bogota,,1750524905.5214062,whastapp,
,closedApp,False,,America/Bogota,,1750525012.9535441,whastapp,
,closedApp,False,,America/Bogota,,1750525090.6297522,whastapp,
,closedApp,False,,America/Bogota,,1750525131.513603,whastapp,
,closedApp,False,,America/Bogota,,1750525223.91489,whastapp,
,closedApp,False,,America/Bogota,,1750525317.276095,whastapp,
,closedApp,False,,America/Bogota,,1750525340.124539,whastapp,
,closedApp,False,,America/Bogota,,1750525418.6687,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750527291.153269,whastapp,780.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750527664.758656,whastapp,840.0
,closedApp,False,,America/Bogota,,1750527746.156939,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750527768.139792,instagram,900.0
,closedApp,False,,America/Bogota,,1750528219.526242,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750528226.629044,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750528551.442797,whastapp,900.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750529155.982401,whastapp,900.0
,closedApp,False,,America/Bogota,,1750528666.9389272,whastapp,
,closedApp,False,,America/Bogota,,1750528676.997841,whastapp,
,closedApp,False,,America/Bogota,,1750528746.753477,whastapp,
,closedApp,False,,America/Bogota,,1750528826.100302,whastapp,
,closedApp,False,,America/Bogota,,1750529176.851351,whastapp,
,closedApp,False,,America/Bogota,,1750529570.6728492,whastapp,
,closedApp,False,,America/Bogota,,1750529638.922042,whastapp,
,closedApp,False,,America/Bogota,,1750529643.884677,whastapp,
,closedApp,False,,America/Bogota,,1750529721.50134,whastapp,
,closedApp,False,,America/Bogota,,1750529789.079315,whastapp,
,closedApp,False,,America/Bogota,,1750529907.787959,whastapp,
,closedApp,False,,America/Bogota,,1750529979.26579,whastapp,
,closedApp,False,,America/Bogota,,1750530170.962815,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750530360.16322,whastapp,60.0
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1750530444.743585,whastapp,900.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750531093.958607,whastapp,900.0
,closedApp,False,,America/Bogota,,1750530432.5655708,whastapp,
,closedApp,False,,America/Bogota,,1750530712.9168382,whastapp,
,closedApp,False,,America/Bogota,,1750530820.213278,whastapp,
,closedApp,False,,America/Bogota,,1750531123.514567,whastapp,
,closedApp,False,,America/Bogota,,1750531191.9858131,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750531219.654482,instagram,780.0
,closedApp,False,,America/Bogota,,1750531351.911166,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750531631.2864509,whastapp,840.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750532060.791984,whastapp,900.0
,closedApp,False,,America/Bogota,,1750531648.632787,whastapp,
,closedApp,False,,America/Bogota,,1750531931.7133079,whastapp,
,closedApp,False,,America/Bogota,,1750532288.9103842,whastapp,
,closedApp,False,,America/Bogota,,1750532448.451799,whastapp,
,closedApp,False,,America/Bogota,,1750532849.6035051,whastapp,
,closedApp,False,,America/Bogota,,1750533370.354784,whastapp,
,closedApp,False,,America/Bogota,,1750533470.036022,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750533474.4712749,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750534980.289942,whastapp,780.0
,closedApp,False,,America/Bogota,,1750534999.069079,whastapp,
,closedApp,False,,America/Bogota,,1750535017.894695,whastapp,
,closedApp,False,,America/Bogota,,1750535633.39658,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750535724.764902,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750535760.9100041,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750536507.832123,instagram,900.0
,closedApp,False,,America/Bogota,,1750536733.639512,instagram,
,closedApp,False,,America/Bogota,,1750536826.774332,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750536995.127098,whastapp,900.0
,closedApp,False,,America/Bogota,,1750537020.589717,whastapp,
,closedApp,False,,America/Bogota,,1750537656.383016,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750537844.102078,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750540412.1394482,safari,900.0
,closedApp,False,,America/Bogota,,1750540414.651713,safari,
,closedApp,False,,America/Bogota,,1750540948.090971,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750540969.5128179,whastapp,840.0
,closedApp,False,,America/Bogota,,1750540991.430028,whastapp,
,closedApp,False,,America/Bogota,,1750542908.5622969,whastapp,
,closedApp,False,,America/Bogota,,1750543123.1739159,whastapp,
,closedApp,False,,America/Bogota,,1750543293.8965821,whastapp,
,closedApp,False,,America/Bogota,,1750543349.935505,whastapp,
,closedApp,False,,America/Bogota,,1750543403.663373,whastapp,
,closedApp,False,,America/Bogota,,1750543427.983494,whastapp,
,closedApp,False,,America/Bogota,,1750543467.212502,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750543678.604996,whastapp,900.0
,closedApp,False,,America/Bogota,,1750543745.8791552,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750545002.293717,whastapp,900.0
,closedApp,False,,America/Bogota,,1750545020.830144,whastapp,
,closedApp,False,,America/Bogota,,1750545560.77596,whastapp,
,closedApp,False,,America/Bogota,,1750545622.51117,whastapp,
,closedApp,False,,America/Bogota,,1750545993.061342,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750546404.806742,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750546442.353132,whastapp,900.0
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750547847.8313541,instagram,
,closedApp,False,,America/Bogota,,1750546465.749546,whastapp,
,closedApp,False,,America/Bogota,,1750546616.356574,whastapp,
,closedApp,False,,America/Bogota,,1750546674.0402699,whastapp,
,closedApp,False,,America/Bogota,,1750546788.3070989,whastapp,
,closedApp,False,,America/Bogota,,1750546861.539336,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750547884.131367,instagram,900.0
,closedApp,False,,America/Bogota,,1750547904.264185,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750547949.92564,whastapp,900.0
,closedApp,False,,America/Bogota,,1750548014.5406032,whastapp,
,closedApp,False,,America/Bogota,,1750548047.247169,whastapp,
,closedApp,False,,America/Bogota,,1750548188.681098,whastapp,
,closedApp,False,,America/Bogota,,1750548266.537292,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750548346.475414,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750548735.216758,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750549827.479069,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750549873.1245189,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750550202.483031,whastapp,600.0
,closedApp,False,,America/Bogota,,1750550279.8114738,whastapp,
,closedApp,False,,America/Bogota,,1750550772.548335,whastapp,
,closedApp,False,,America/Bogota,,1750550905.687598,whastapp,
,closedApp,False,,America/Bogota,,1750551511.642435,whastapp,
,closedApp,False,,America/Bogota,,1750551912.8764071,whastapp,
,closedApp,False,,America/Bogota,,1750551957.456722,whastapp,
,closedApp,False,,America/Bogota,,1750552087.098418,whastapp,
,closedApp,False,,America/Bogota,,1750552512.607696,whastapp,
,closedApp,False,,America/Bogota,,1750552557.028522,whastapp,
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1750552667.59906,whastapp,900.0
,closedApp,False,,America/Bogota,,1750552645.1915689,whastapp,
,closedApp,False,,America/Bogota,,1750552701.534776,whastapp,
,closedApp,False,,America/Bogota,,1750553045.8528771,whastapp,
,closedApp,False,,America/Bogota,,1750553112.8168612,whastapp,
,closedApp,False,,America/Bogota,,1750553534.1900759,whastapp,
,closedApp,False,,America/Bogota,,1750553713.663341,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750553862.057728,instagram,900.0
,closedApp,False,,America/Bogota,,1750554149.561311,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750554188.837813,whastapp,840.0
,closedApp,False,,America/Bogota,,1750554610.8573298,whastapp,
,closedApp,False,,America/Bogota,,1750554645.949558,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750554679.438194,instagram,780.0
,closedApp,False,,America/Bogota,,1750554831.094688,instagram,
,closedApp,False,,America/Bogota,,1750555129.955167,instagram,
,closedApp,False,,America/Bogota,,1750555248.014128,instagram,
,closedApp,False,,America/Bogota,,1750555325.5504642,instagram,
,closedApp,False,,America/Bogota,,1750554831.9491591,whastapp,
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1750555526.261163,instagram,780.0
,closedApp,False,,America/Bogota,,1750555512.62889,instagram,
,closedApp,False,,America/Bogota,,1750556224.648155,instagram,
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1750556330.9107099,instagram,840.0
,closedApp,False,,America/Bogota,,1750556316.720532,instagram,
,closedApp,False,,America/Bogota,,1750556380.985413,instagram,
,closedApp,False,,America/Bogota,,1750556519.611937,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750556858.435861,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750556999.647774,instagram,840.0
,closedApp,False,,America/Bogota,,1750557124.4929461,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750558212.835433,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750558301.892354,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750558388.633353,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750558536.262795,whastapp,900.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750560363.5915809,safari,840.0
,closedApp,False,,America/Bogota,,1750560396.6362329,safari,
,closedApp,False,,America/Bogota,,1750558593.336388,whastapp,
,closedApp,False,,America/Bogota,,1750560341.232421,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750560430.521209,instagram,900.0
,closedApp,False,,America/Bogota,,1750560764.589719,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750561016.486423,whastapp,60.0
,closedApp,False,,America/Bogota,,1750561048.073545,whastapp,
,closedApp,False,,America/Bogota,,1750561126.918992,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750561152.1911101,safari,720.0
,closedApp,False,,America/Bogota,,1750561195.068758,safari,
,closedApp,False,,America/Bogota,,1750561673.489572,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750564135.448837,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750564516.0929132,whastapp,900.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750564579.873993,instagram,600.0
,closedApp,False,,America/Bogota,,1750564710.7924109,instagram,
,closedApp,False,,America/Bogota,,1750564499.65252,whastapp,
,closedApp,False,,America/Bogota,,1750564551.808799,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750564908.410729,whastapp,600.0
,closedApp,False,,America/Bogota,,1750565069.1978369,whastapp,
,closedApp,False,,America/Bogota,,1750565291.625814,whastapp,
,closedApp,False,,America/Bogota,,1750566769.478116,whastapp,
,closedApp,False,,America/Bogota,,1750567519.013778,whastapp,
,closedApp,False,,America/Bogota,,1750568264.210867,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750568291.837788,instagram,780.0
,closedApp,False,,America/Bogota,,1750568412.725885,instagram,
,closedApp,False,,America/Bogota,,1750595834.100189,instagram,
,closedApp,False,,America/Bogota,,1750595791.650357,whastapp,
,closedApp,False,,America/Bogota,,1750595797.774674,whastapp,
,closedApp,False,,America/Bogota,,1750596109.211769,whastapp,
,closedApp,False,,America/Bogota,,1750596248.4242392,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750596715.234108,whastapp,
,closedApp,False,,America/Bogota,,1750597207.329488,safari,
,closedApp,False,,America/Bogota,,1750596834.005629,whastapp,
,closedApp,False,,America/Bogota,,1750597164.12007,whastapp,
,closedApp,False,,America/Bogota,,1750597850.74539,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750597857.4859428,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750598517.5215402,spotify,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750598814.421865,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750600381.312377,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750600402.81524,instagram,840.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750600463.726273,whastapp,780.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750600492.56041,instagram,900.0
,closedApp,False,,America/Bogota,,1750600553.825882,instagram,
,closedApp,False,,America/Bogota,,1750600757.9201732,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750601602.310899,whastapp,900.0
,closedApp,False,,America/Bogota,,1750601680.849324,whastapp,
,closedApp,False,,America/Bogota,,1750602327.6759539,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750602352.6590772,instagram,900.0
,closedApp,False,,America/Bogota,,1750602715.682744,instagram,
,closedApp,False,,America/Bogota,,1750602819.7384791,instagram,
,closedApp,False,,America/Bogota,,1750602898.3272429,instagram,
,closedApp,False,,America/Bogota,,1750603003.372583,instagram,
,closedApp,False,,America/Bogota,,1750603100.084305,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750604307.230527,safari,900.0
,closedApp,False,,America/Bogota,,1750604328.855886,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750609311.185888,instagram,900.0
,closedApp,False,,America/Bogota,,1750609410.922328,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750610196.9515,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750610481.762572,safari,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750610691.86076,whastapp,900.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750610983.870778,applePhotos,
,closedApp,False,,America/Bogota,,1750611053.885015,applePhotos,
,closedApp,False,,America/Bogota,,1750610531.952081,safari,
,closedApp,False,,America/Bogota,,1750610672.1537042,safari,
,closedApp,False,,America/Bogota,,1750610738.463593,whastapp,
,closedApp,False,,America/Bogota,,1750610968.233134,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750611076.4816198,instagram,660.0
,closedApp,False,,America/Bogota,,1750611123.5544271,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750611142.545378,applePhotos,
,closedApp,False,,America/Bogota,,1750611475.8441029,applePhotos,
,closedApp,False,,America/Bogota,,1750611838.038495,applePhotos,
,closedApp,False,,America/Bogota,,1750612055.3457332,applePhotos,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750615948.320982,whastapp,720.0
,closedApp,False,,America/Bogota,,1750615981.527004,whastapp,
,closedApp,False,,America/Bogota,,1750616988.309258,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750618317.8121982,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750618332.886971,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750618366.0540528,instagram,900.0
,closedApp,False,,America/Bogota,,1750618422.9188108,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750620518.327011,whastapp,900.0
,closedApp,False,,America/Bogota,,1750620590.7692409,whastapp,
,closedApp,False,,America/Bogota,,1750621101.279355,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750621433.973717,instagram,
,closedApp,False,,America/Bogota,,1750621544.107894,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750621584.339299,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750621589.661011,instagram,
,closedApp,False,,America/Bogota,,1750623160.435168,safari,
,closedApp,False,,America/Bogota,,1750622439.8081899,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750623185.4829102,whastapp,840.0
,closedApp,False,,America/Bogota,,1750623167.773273,whastapp,
,closedApp,False,,America/Bogota,,1750623209.124035,whastapp,
,closedApp,False,,America/Bogota,,1750623249.9767919,whastapp,
,closedApp,False,,America/Bogota,,1750623342.9807758,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750623441.802208,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750623790.406567,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750624111.322931,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750624280.774179,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750625180.627733,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750627380.374857,whastapp,900.0
,closedApp,False,,America/Bogota,,1750627402.201311,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750628772.536631,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750628783.677392,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750628813.7902699,instagram,840.0
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750633388.652487,whastapp,
,closedApp,False,,America/Bogota,,1750629442.094032,instagram,
,closedApp,False,,America/Bogota,,1750633648.793185,whastapp,
,closedApp,False,,America/Bogota,,1750634346.148659,whastapp,
,closedApp,False,,America/Bogota,,1750634850.731591,whastapp,
,closedApp,False,,America/Bogota,,1750635875.63139,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750635897.135501,safari,900.0
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750636034.638283,whastapp,900.0
,closedApp,False,,America/Bogota,,1750635990.6362839,safari,
,closedApp,False,,America/Bogota,,1750635996.5171552,safari,
,closedApp,False,,America/Bogota,,1750636068.107185,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750636093.995378,safari,900.0
,closedApp,False,,America/Bogota,,1750636127.0956411,safari,
,closedApp,False,,America/Bogota,,1750636267.88252,safari,
,closedApp,False,,America/Bogota,,1750636668.6930609,safari,
,closedApp,False,,America/Bogota,,1750636837.333168,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750636841.925456,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750636848.414278,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750636866.6788468,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750636910.4821749,whastapp,
,closedApp,False,,America/Bogota,,1750637276.1727428,whastapp,
,closedApp,False,,America/Bogota,,1750637408.715492,whastapp,
,closedApp,False,,America/Bogota,,1750647416.943357,whastapp,
,closedApp,False,,America/Bogota,,1750647530.062257,whastapp,
,closedApp,False,,America/Bogota,,1750647677.101091,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750647725.842119,instagram,900.0
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1750648648.047388,instagram,900.0
,closedApp,False,,America/Bogota,,1750648636.0085568,instagram,
,closedApp,False,,America/Bogota,,1750650375.774771,instagram,
,closedApp,False,,America/Bogota,,1750650453.2064152,instagram,
,closedApp,False,,America/Bogota,,1750650565.551124,instagram,
,closedApp,False,,America/Bogota,,1750650688.1864262,instagram,
,closedApp,False,,America/Bogota,,1750650726.659128,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750650735.954397,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750679414.8945122,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750679421.519261,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750679466.0258331,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750679505.098798,whastapp,840.0
,closedApp,False,,America/Bogota,,1750679588.169311,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750679594.718065,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750679600.0963821,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750679604.8772678,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750679609.9753509,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750679630.8920789,instagram,900.0
breathingExercise,openedApp,True,Stay In the Loop,America/Bogota,6.0,1750681084.7643828,instagram,900.0
,closedApp,False,,America/Bogota,,1750681071.331468,instagram,
,closedApp,False,,America/Bogota,,1750681923.013517,instagram,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750682211.064742,instagram,300.0
,closedApp,False,,America/Bogota,,1750682520.754092,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750683081.3944721,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750683087.5959811,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750683094.361006,instagram,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750685026.941304,spotify,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750685404.6309252,spotify,
,closedApp,False,,America/Bogota,,1750685439.6656342,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750685609.150453,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750685612.4527931,spotify,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750685615.194658,spotify,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750685630.9608989,spotify,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750686769.6188002,whastapp,900.0
,closedApp,False,,America/Bogota,,1750686812.734154,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750687279.318609,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750688443.892309,whastapp,900.0
,closedApp,False,,America/Bogota,,1750688505.2988272,whastapp,
,closedApp,False,,America/Bogota,,1750688595.83211,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750690551.843601,whastapp,840.0
,closedApp,False,,America/Bogota,,1750690586.5289788,whastapp,
,closedApp,False,,America/Bogota,,1750690590.4166741,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750691200.034333,whastapp,900.0
,closedApp,False,,America/Bogota,,1750692023.204736,whastapp,
,closedApp,False,,America/Bogota,,1750692145.5760489,whastapp,
,closedApp,False,,America/Bogota,,1750692178.706468,whastapp,
,closedApp,False,,America/Bogota,,1750692241.587738,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750692426.5513601,whastapp,900.0
,closedApp,False,,America/Bogota,,1750692474.01633,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750694193.5214782,whastapp,900.0
,closedApp,False,,America/Bogota,,1750694263.4387689,whastapp,
,closedApp,False,,America/Bogota,,1750694334.3424258,whastapp,
,closedApp,False,,America/Bogota,,1750694513.3853831,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750696121.837369,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750696246.388511,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750696409.4603539,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750696414.7224169,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750698205.6081328,whastapp,900.0
,closedApp,False,,America/Bogota,,1750698271.7907948,whastapp,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750698937.4653049,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750698999.3555732,whastapp,900.0
,closedApp,False,,America/Bogota,,1750699037.185235,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750699248.166188,whastapp,900.0
,closedApp,False,,America/Bogota,,1750699377.362539,whastapp,
,closedApp,False,,America/Bogota,,1750699437.8470669,whastapp,
,closedApp,False,,America/Bogota,,1750699560.274365,whastapp,
,closedApp,False,,America/Bogota,,1750699707.783154,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750700000.6444259,whastapp,900.0
,closedApp,False,,America/Bogota,,1750700039.198725,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750700742.058593,safari,900.0
,closedApp,False,,America/Bogota,,1750700778.544023,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750700960.543549,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750701519.0705972,whastapp,900.0
,closedApp,False,,America/Bogota,,1750701566.08504,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750701588.38615,safari,900.0
,closedApp,False,,America/Bogota,,1750701695.891849,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750701832.9974232,safari,
breathingExercise,dismissedAppOpening,False,,America/Bogota,6.0,1750702845.6839972,whastapp,
breathingExercise,openedApp,False,Stay In the Loop,America/Bogota,6.0,1750702866.180345,whastapp,900.0
,closedApp,False,,America/Bogota,,1750703012.660459,whastapp,
,closedApp,False,,America/Bogota,,1750703066.970823,whastapp,
,closedApp,False,,America/Bogota,,1750703108.435775,whastapp,
