resolution,interventionType,timezone,interventionDuration,timestamp,app,isReIntervention,purpose
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750083222.1218,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750083236.9532351,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750083253.42275,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750083340.011291,instagram,False,Infos suchen
openedApp,breathingExercise,Europe/Berlin,6,1750084872.390818,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750088696.325317,snapchat,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750088841.115416,instagram,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750089390.521117,snapchat,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750089898.449122,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750090925.58357,google,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750093417.937762,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750102249.070802,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750102507.6660829,instagram,False,Langeweile
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750102516.656399,google,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750102521.9741812,google,False,
openedApp,breathingExercise,Europe/Berlin,6,1750102682.983059,google,False,Klo
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750106748.422581,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750137440.735812,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750145655.267871,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750145888.0273771,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750145889.837034,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750151651.614788,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750155536.0836592,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750165368.9049978,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750165575.425771,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750223915.0202808,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750223935.283325,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750226220.479992,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750243363.0571399,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750247967.4411979,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750248037.369493,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750258662.9353352,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750276731.926887,google,False,Klo
openedApp,breathingExercise,Europe/Berlin,6,1750279924.159535,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750310171.467366,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750312511.842332,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750320099.085855,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750320112.663449,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750322303.875677,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750322321.606487,snapchat,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750322531.384052,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750345541.011352,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750345569.068568,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750346318.691577,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750346342.766931,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750396909.0413141,instagram,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750401481.69628,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750415875.427115,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750419024.38971,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750420935.368175,snapchat,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750421135.78513,instagram,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750421708.775124,instagram,False,Ablenkung
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750424439.7925549,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750424466.639637,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750424653.181221,google,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750446723.5301452,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750454769.1609712,snapchat,False,
openedApp,breathingExercise,Europe/Berlin,6,1750493541.17364,instagram,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750497792.7154942,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750500192.444295,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750502471.805636,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750506905.292299,snapchat,False,
openedApp,breathingExercise,Europe/Berlin,6,1750506931.15257,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750507728.710753,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750513173.689218,snapchat,False,Langeweile
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750513245.074676,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750513343.887785,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750513377.764549,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750513399.6826448,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750513741.227556,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750514445.604807,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750515097.320852,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750515436.550174,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750521452.60878,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750521470.037997,snapchat,False,Infos suchen
openedApp,breathingExercise,Europe/Berlin,6,1750521730.309451,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750522990.5604072,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750523452.518367,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750527729.552033,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750528893.4032369,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750529890.7581348,google,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750531688.578223,snapchat,False,Ablenkung
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750536852.794353,google,False,
openedApp,breathingExercise,Europe/Berlin,6,1750536870.046715,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750543189.81479,snapchat,False,
openedApp,breathingExercise,Europe/Berlin,6,1750581083.543217,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750581411.046873,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750581534.8458471,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750586907.28863,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750588133.886322,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750588794.915763,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750592323.9610028,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750592814.008645,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750602461.256347,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750603790.924761,google,False,
openedApp,breathingExercise,Europe/Berlin,6,1750609976.04994,google,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750611625.4428458,google,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750620707.1756,instagram,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750620786.954997,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750625819.430989,snapchat,False,
openedApp,breathingExercise,Europe/Berlin,6,1750654539.228445,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750655604.485295,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750657879.775588,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750657964.284171,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750658477.010713,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750658709.824284,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750661243.098748,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750680803.811476,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750684592.810834,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750684832.002811,google,False,
openedApp,breathingExercise,Europe/Berlin,6,1750684848.5642018,google,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750686294.9397712,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750745032.912919,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750745798.460085,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750746401.242083,snapchat,False,Langeweile
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750746492.183595,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750747224.539758,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750747351.986699,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750748433.839717,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750749878.0866442,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750760580.172601,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750765806.6336598,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750766800.3085232,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750769319.3900871,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750771014.552181,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750780783.080317,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750780796.61992,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750782180.8064852,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750783124.186728,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750784013.351056,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750784028.627593,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750786028.158846,google,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750786571.454272,google,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750786889.9102511,google,False,
openedApp,breathingExercise,Europe/Berlin,6,1750795746.80517,snapchat,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750795807.47085,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750830667.9856582,instagram,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1750833235.142153,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750834049.5334182,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750834409.2641258,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750846750.9258718,snapchat,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750853981.175826,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750860249.166634,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750860267.759958,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750863296.069545,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750863384.564886,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750863689.917172,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750875388.1589,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750875917.900449,google,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750876883.372014,google,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1750887949.697462,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750916974.1444201,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750923213.927516,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750923716.853222,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750926319.44613,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750936894.272095,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750936933.90666,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750943297.441824,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750944015.828836,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1750956221.222406,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750967264.8007941,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1750967478.4040232,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1750967814.659939,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1751003150.65432,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751004574.540585,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751011964.889042,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751024346.781389,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751024676.96625,snapchat,False,
openedApp,breathingExercise,Europe/Berlin,6,1751024698.4021158,snapchat,False,Kann nicht schlafen
openedApp,breathingExercise,Europe/Berlin,6,1751031161.313221,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751031634.454729,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751031693.033506,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751033098.978292,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751033475.935855,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751036711.219187,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751036965.020567,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751040259.913059,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751044446.578402,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751044911.418514,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751044999.794582,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751046267.100939,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751062414.885024,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751087401.610194,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751087895.359797,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751099694.636306,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751106095.529666,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751113126.825993,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751113133.6546159,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1751113150.036228,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751113462.404818,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751113557.454018,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751113772.991767,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751115006.6438289,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751115202.3075318,snapchat,False,
openedApp,breathingExercise,Europe/Berlin,6,1751115337.202703,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751115654.8264441,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751116210.498029,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751117814.679624,snapchat,False,Ablenkung
openedApp,breathingExercise,Europe/Berlin,6,1751118401.979249,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751125272.766119,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1751125292.3905458,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751126885.6768022,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751130078.134594,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751130080.423119,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751130081.877932,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1751130097.73497,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751193735.4224072,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751193762.485732,instagram,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751194287.328568,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1751194320.015061,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751194740.048829,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751200410.3264608,instagram,False,Langeweile
openedApp,breathingExercise,Europe/Berlin,6,1751200798.258982,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751203448.84473,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751204836.33358,google,False,
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751205016.505794,google,False,
openedApp,breathingExercise,Europe/Berlin,6,1751219299.308751,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751219381.868779,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751260859.422878,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751261151.002377,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1751263147.606314,snapchat,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751267821.13046,snapchat,False,
openedApp,breathingExercise,Europe/Berlin,6,1751275629.509674,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751279688.72785,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751279795.193071,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751280259.113021,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751282249.441345,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751283952.6684399,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751294855.3185282,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751295935.542269,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751300342.8965101,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751304358.4467468,instagram,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751312021.750269,snapchat,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751314467.554339,google,False,Auf dem Laufenden bleiben
openedApp,breathingExercise,Europe/Berlin,6,1751348232.910046,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751349922.423589,instagram,False,
openedApp,breathingExercise,Europe/Berlin,6,1751349940.335527,instagram,False,Auf dem Laufenden bleiben
dismissedAppOpening,breathingExercise,Europe/Berlin,6,1751351728.423281,snapchat,False,
