resolution,timestamp,isReIntervention,interventionDuration,timezone,interventionType,app
openedApp,1750120491.969234,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750121275.098353,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750158121.239543,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750158258.124127,False,3,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750158292.184527,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750163254.59285,False,3,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750164157.07395,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750164172.8285131,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750169581.432156,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750169735.9820318,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750169982.876662,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750170279.819607,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750170630.5523992,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750172282.624263,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750173612.041923,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750175924.154136,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750182800.111084,False,3,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750182997.082982,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750188077.526116,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750189219.650823,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750189307.587141,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750190378.394496,False,3,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750193016.875025,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750193027.3408442,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750195175.396747,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750196394.8784451,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750200947.1442409,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750222173.090738,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750222991.710048,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750223361.8269448,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750224239.288589,False,3,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750226845.5170012,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750227038.8602772,False,3,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750228417.599177,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750228943.617622,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750241555.306062,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750241812.824744,False,3,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750244925.65515,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750244936.42201,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750244982.06616,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750246848.526732,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750250567.994965,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750251389.9283562,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750253573.968029,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750253711.7548819,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750254104.5924048,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750256341.840723,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750256532.982208,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750256608.28107,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750257019.952045,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750259030.599514,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750259486.01861,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750260445.638927,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750260863.277804,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750263761.734215,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750264535.097278,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750264909.3428001,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750264953.938519,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750265133.425795,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750267167.651469,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750268220.7603579,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750268275.678249,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750272084.2373118,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750272995.707813,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750276789.3247771,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750278555.0082421,False,3,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750278642.489802,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750278693.507155,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750279347.337781,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750281156.1335611,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750281206.943754,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750282249.079263,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750282636.599049,False,3,Europe/Budapest,breathingExercise,instagram
openedApp,1750290342.940947,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750325499.455638,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750329905.291932,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750334265.705642,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750338949.1748,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750339333.883092,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750339962.0986052,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750341144.618581,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750341328.153894,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750342645.437006,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750343706.9619842,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750347491.313479,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750352513.497365,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750352696.257957,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750353584.9791632,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750354086.270302,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750355410.743466,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750357477.962432,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750358814.658883,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750359893.367507,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750361201.7675118,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750362421.402379,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750362493.598885,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750362510.34654,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750363154.733124,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750364451.8013859,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750365624.8336039,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750366261.609185,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750367231.973943,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750367926.8033972,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750369623.082024,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750370720.5120358,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750370878.135987,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750372588.311788,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750372641.465395,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750372914.1224608,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750378595.458395,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750378813.8495789,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750409677.8559341,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750409939.180286,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750412773.903572,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750413364.823844,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750413397.6664,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750414595.438138,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750416745.542603,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750419880.410406,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750429921.343173,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750430638.42402,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750430742.783565,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750432059.40517,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750432148.9647179,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750432428.720792,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750461605.470401,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750465984.337717,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750468883.7661572,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750468903.0361362,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750469261.438904,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750505424.926526,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750506336.8381839,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750506471.61778,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750507389.0099769,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750507462.542573,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750509195.308496,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750509981.1236758,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750516535.95468,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750518439.440497,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750518539.119536,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750518919.213459,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750519271.593925,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750519531.159307,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750524292.82508,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750526356.866605,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750526979.7224622,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750527525.945621,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750527608.041181,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750531424.336937,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750535137.532784,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750536847.336051,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750538252.6043859,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750543818.974553,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750546193.269209,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750546754.54571,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750548273.8167648,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750552246.258261,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750580495.602511,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750580991.158908,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750583219.655956,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750587941.4782228,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750604257.827553,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750613569.4340692,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750614305.00386,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750615621.045744,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750616206.708638,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750620298.506151,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750623679.0663118,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750624383.376482,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750624416.581623,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750627936.5178661,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750628343.0234509,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750629543.1163101,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750629639.532608,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750635799.291044,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750635815.1579962,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750636795.837184,False,6,Europe/Budapest,breathingExercise,instagram
dismissedAppOpening,1750637327.328422,False,6,Europe/Budapest,breathingExercise,instagram
openedApp,1750641124.266248,False,6,Europe/Budapest,breathingExercise,instagram
