isReIntervention,resolution,app,timezone,timestamp,purpose,interventionDuration,interventionType
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1751300808.573865,,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1751300880.010975,Bericht,3.0,breathingExercise
False,openedApp,microsoftTeams,Europe/Brussels,1751305661.80236,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1751305925.284709,,,
False,closedApp,linkedin,Europe/Brussels,1751305938.2591062,,,
False,closedApp,linkedin,Europe/Brussels,1751307848.3107219,,,
False,closedApp,linkedin,Europe/Brussels,1751307859.335981,,,
False,closedApp,linkedin,Europe/Brussels,1751307868.6225538,,,
False,closedApp,linkedin,Europe/Brussels,1751307876.868692,,,
False,closedApp,linkedin,Europe/Brussels,1751307929.785944,,,
False,closedApp,linkedin,Europe/Brussels,1751308064.20874,,,
False,closedApp,linkedin,Europe/Brussels,1751308082.584461,,,
False,closedApp,linkedin,Europe/Brussels,1751308486.8649812,,,
False,closedApp,linkedin,Europe/Brussels,1751308715.2996678,,,
False,closedApp,linkedin,Europe/Brussels,1751310410.8258471,,,
False,closedApp,linkedin,Europe/Brussels,1751310440.680723,,,
False,closedApp,linkedin,Europe/Brussels,1751310447.3114629,,,
False,closedApp,linkedin,Europe/Brussels,1751310500.24515,,,
False,closedApp,linkedin,Europe/Brussels,1751310868.0266929,,,
False,closedApp,linkedin,Europe/Brussels,1751311963.495743,,,
False,closedApp,linkedin,Europe/Brussels,1751311967.746736,,,
False,closedApp,linkedin,Europe/Brussels,1751311974.291273,,,
False,closedApp,linkedin,Europe/Brussels,1751311991.4537668,,,
False,closedApp,linkedin,Europe/Brussels,1751312018.797419,,,
False,closedApp,linkedin,Europe/Brussels,1751312188.530716,,,
False,closedApp,linkedin,Europe/Brussels,1751312191.954068,,,
False,closedApp,linkedin,Europe/Brussels,1751312208.1359792,,,
False,closedApp,linkedin,Europe/Brussels,1751312238.136394,,,
False,closedApp,linkedin,Europe/Brussels,1751312268.6732302,,,
False,closedApp,linkedin,Europe/Brussels,1751312277.430324,,,
False,closedApp,linkedin,Europe/Brussels,1751314126.77442,,,
False,closedApp,linkedin,Europe/Brussels,1751314129.578145,,,
False,closedApp,linkedin,Europe/Brussels,1751314141.9249458,,,
False,closedApp,linkedin,Europe/Brussels,1751316109.87753,,,
False,closedApp,linkedin,Europe/Brussels,1751316113.440024,,,
False,closedApp,linkedin,Europe/Brussels,1751316122.868628,,,
False,closedApp,linkedin,Europe/Brussels,1751316390.065371,,,
False,closedApp,linkedin,Europe/Brussels,1751316393.756706,,,
False,closedApp,linkedin,Europe/Brussels,1751316412.931203,,,
False,closedApp,linkedin,Europe/Brussels,1751316538.256383,,,
False,closedApp,linkedin,Europe/Brussels,1751334800.3668861,,,
False,closedApp,linkedin,Europe/Brussels,1751334807.37112,,,
False,closedApp,linkedin,Europe/Brussels,1751334815.529683,,,
False,closedApp,linkedin,Europe/Brussels,1751334828.699069,,,
False,openedApp,microsoftTeams,Europe/Brussels,1751345755.378156,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1751346186.934493,,,
False,closedApp,linkedin,Europe/Brussels,1751346196.214244,,,
False,openedApp,microsoftTeams,Europe/Brussels,1751346898.397965,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751347508.987509,,,structured
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751347597.523068,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1751347615.209178,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751347615.3376908,,,structured
False,openedApp,microsoftTeams,Europe/Brussels,1751362228.407757,Bericht,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1751364753.1132069,,,
False,closedApp,linkedin,Europe/Brussels,1751364755.520973,,,
False,closedApp,linkedin,Europe/Brussels,1751364774.257443,,,
False,closedApp,linkedin,Europe/Brussels,1751364779.237519,,,
False,openedApp,microsoftTeams,Europe/Brussels,1751365057.071619,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751367483.346746,,,structured
False,closedApp,linkedin,Europe/Brussels,1751365077.978712,,,
False,closedApp,linkedin,Europe/Brussels,1751365116.0702329,,,
False,closedApp,linkedin,Europe/Brussels,1751365546.311675,,,
False,closedApp,linkedin,Europe/Brussels,1751365552.092561,,,
False,openedApp,microsoftTeams,Europe/Brussels,1751367665.29531,Bericht,3.0,breathingExercise
False,dismissedByStructuredIntervention,microsoftTeams,Europe/Brussels,1751367665.412996,,,structured
False,dismissedAppOpening,microsoftTeams,Europe/Brussels,1751368245.0765948,,3.0,breathingExercise
False,closedApp,linkedin,Europe/Brussels,1751368311.657129,,,
False,closedApp,linkedin,Europe/Brussels,1751369228.313112,,,
False,closedApp,linkedin,Europe/Brussels,1751369230.713583,,,
False,closedApp,linkedin,Europe/Brussels,1751373319.600812,,,
False,closedApp,linkedin,Europe/Brussels,1751373390.039624,,,
False,closedApp,linkedin,Europe/Brussels,1751373852.138982,,,
False,closedApp,linkedin,Europe/Brussels,1751374446.579891,,,
False,closedApp,linkedin,Europe/Brussels,1751374898.705186,,,
False,closedApp,linkedin,Europe/Brussels,1751382769.698145,,,
False,closedApp,linkedin,Europe/Brussels,1751382772.4628701,,,
False,closedApp,linkedin,Europe/Brussels,1751382791.867183,,,
False,closedApp,linkedin,Europe/Brussels,1751384285.136073,,,
False,openedApp,microsoftTeams,Europe/Brussels,1751386858.06321,Bericht,3.0,breathingExercise
