resolution,interventionDuration,isReIntervention,timezone,app,timestamp,interventionType,purpose,timeIntervalUntilReIntervention
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752735897.6231608,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752735908.377524,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752735908.3787808,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752735913.000568,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752735947.1569738,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752735955.790848,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752735998.6914768,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736003.529818,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736008.640836,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736019.08914,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736032.7473311,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736072.2006478,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736075.177311,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736136.912545,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736143.515238,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736170.6665149,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736172.3925629,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736198.2549481,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736230.849971,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736248.7335238,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736265.602788,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736274.505546,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736290.879704,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736305.3609781,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736321.816801,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736404.021513,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736422.797534,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736426.6553059,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736431.465382,,,
openedApp,3.0,False,Europe/Paris,microsoftTeams,1752736475.144768,askForTimeLimit,,1800.0
openedApp,3.0,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736534.609126,breathingExercise,Divertissement,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736552.652787,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736564.1730108,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752736620.929534,,,
openedApp,3.0,False,Europe/Paris,microsoftTeams,1752736639.289651,askForTimeLimit,,2160.0
openedApp,3.0,False,Europe/Paris,microsoftTeams,1752736995.5809731,askForTimeLimit,,2280.0
openedApp,3.0,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752737779.726598,breathingExercise,Divertissement,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752737803.049504,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752737844.1325998,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752737860.528963,,,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752737878.898314,,,
openedApp,3.0,False,Europe/Paris,microsoftTeams,1752737892.4686599,askForTimeLimit,,1680.0
openedApp,3.0,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752737948.9843411,breathingExercise,Divertissement,
closedApp,,False,Europe/Paris,1610EF4F-F1F9-48A4-809B-13671313A098,1752737956.7495751,,,
openedApp,3.0,False,Europe/Paris,xvideos,1752737971.0315661,breathingExercise,Divertissement,
closedApp,,False,Europe/Paris,leMonde,1752738364.301851,,,
closedApp,,False,Europe/Paris,leMonde,1752738637.221935,,,
closedApp,,False,Europe/Paris,leMonde,1752738678.693548,,,
closedApp,,False,Europe/Paris,xvideos,1752738044.701484,,,
closedApp,,False,Europe/Paris,xvideos,1752738045.045106,,,
closedApp,,False,Europe/Paris,xvideos,1752738266.504642,,,
openedApp,3.0,False,Europe/Paris,instagram,1752738694.187562,breathingExercise,Se détendre,540.0
dismissedAppOpening,3.0,False,Europe/Paris,instagram,1752738962.480484,breathingExercise,,
openedApp,3.0,False,Europe/Paris,facebook,1752753739.943708,breathingExercise,Vérifier les likes,180.0
openedApp,3.0,False,Europe/Paris,instagram,1752754115.968571,breathingExercise,Vérifier les likes,180.0
openedApp,3.0,False,Europe/Paris,instagram,1752754183.330178,breathingExercise,Vérifier les likes,180.0
openedApp,3.0,False,Europe/Paris,instagram,1752754376.715259,breathingExercise,Publier quelque chose,240.0
openedApp,3.0,False,Europe/Paris,instagram,1752757489.803134,breathingExercise,Message,300.0
openedApp,3.0,False,Europe/Paris,instagram,1752758968.690923,breathingExercise,Message,240.0
openedApp,3.0,True,Europe/Paris,instagram,1752759223.920147,breathingExercise,Message,360.0
openedApp,3.0,False,Europe/Paris,instagram,1752759847.157392,breathingExercise,Message,300.0
openedApp,3.0,False,Europe/Paris,instagram,1752759972.966638,breathingExercise,Message,300.0
openedApp,3.0,False,Europe/Paris,instagram,1752760109.307253,breathingExercise,Message,300.0
openedApp,3.0,True,Europe/Paris,instagram,1752760423.646075,breathingExercise,Message,360.0
openedApp,3.0,False,Europe/Paris,instagram,1752761933.7835379,breathingExercise,Message,240.0
openedApp,3.0,False,Europe/Paris,instagram,1752762097.1110802,breathingExercise,Message,240.0
openedApp,3.0,True,Europe/Paris,instagram,1752762353.1435819,breathingExercise,Message,480.0
dismissedAppOpening,3.0,False,Europe/Paris,instagram,1752762477.828896,breathingExercise,,
dismissedAppOpening,3.0,False,Europe/Paris,instagram,1752762520.823652,breathingExercise,,
openedApp,3.0,False,Europe/Paris,instagram,1752762532.4335241,breathingExercise,Message,300.0
openedApp,3.0,False,Europe/Paris,instagram,1752762599.9543471,breathingExercise,Message,300.0
openedApp,3.0,False,Europe/Paris,instagram,1752762696.353859,breathingExercise,Message,240.0
openedApp,3.0,False,Europe/Paris,instagram,1752762831.974813,breathingExercise,Message,300.0
openedApp,3.0,False,Europe/Paris,instagram,1752763103.35989,breathingExercise,Message,180.0
dismissedAppOpening,3.0,False,Europe/Paris,instagram,1752774998.9169478,breathingExercise,,
openedApp,3.0,False,Europe/Paris,instagram,1752775746.610414,breathingExercise,Message,180.0
openedApp,3.0,True,Europe/Paris,instagram,1752775763.66745,breathingExercise,Message,180.0
openedApp,3.0,False,Europe/Paris,instagram,1752776620.2160978,breathingExercise,Publier quelque chose,420.0
openedApp,3.0,False,Europe/Paris,instagram,1752776974.729219,breathingExercise,Message,300.0
openedApp,3.0,False,Europe/Paris,instagram,1752777076.487955,breathingExercise,Divertissement,1080.0
openedApp,3.0,False,Europe/Paris,instagram,1752777393.713316,breathingExercise,Vérifier les likes,840.0
openedApp,3.0,False,Europe/Paris,instagram,1752777748.466124,breathingExercise,Message,480.0
openedApp,3.0,False,Europe/Paris,instagram,1752777857.708051,breathingExercise,Divertissement,1260.0
openedApp,3.0,False,Europe/Paris,instagram,1752777950.356995,breathingExercise,Message,420.0
openedApp,3.0,False,Europe/Paris,instagram,1752781699.228385,breathingExercise,Message,600.0
openedApp,3.0,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752783191.883292,breathingExercise,Ennuyé,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752783251.898687,,,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752783285.206007,,,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752783308.030168,,,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752783316.1633902,,,
openedApp,3.0,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752783950.128862,breathingExercise,Message,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752783957.840235,,,
openedApp,3.0,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752788912.4573522,breathingExercise,Divertissement,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752788995.223504,,,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752789082.604969,,,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752789119.945385,,,
closedApp,,False,Europe/Paris,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752789124.2495198,,,
closedApp,,False,Europe/Paris,leMonde,1752789142.102765,,,
closedApp,,False,Europe/Paris,leMonde,1752789211.435755,,,
closedApp,,False,Europe/Paris,leMonde,1752789227.436584,,,
closedApp,,False,Europe/Paris,leMonde,1752789236.691791,,,
openedApp,3.0,False,Europe/Paris,instagram,1752789437.83818,breathingExercise,Message,660.0
openedApp,3.0,False,Europe/Paris,instagram,1752820793.5521111,breathingExercise,Divertissement,540.0
openedApp,3.0,True,Europe/Paris,instagram,1752821348.2459931,breathingExercise,Ennuyé,720.0
openedApp,3.0,False,Europe/Paris,instagram,1752821923.278863,breathingExercise,Ennuyé,600.0
openedApp,3.0,False,Europe/Paris,instagram,1752827974.631054,breathingExercise,Ennuyé,660.0
closedApp,,False,Europe/Paris,leMonde,1752828624.3280149,,,
closedApp,,False,Europe/Paris,leMonde,1752828627.4643478,,,
closedApp,,False,Europe/Paris,leMonde,1752832203.315613,,,
openedApp,3.0,False,Europe/Paris,instagram,1752843002.121265,breathingExercise,Message,660.0
dismissedAppOpening,3.0,False,Europe/Paris,instagram,1752843281.535891,breathingExercise,,
openedApp,3.0,False,Europe/Paris,youtube,1752843592.607542,breathingExercise,Message,420.0
openedApp,3.0,False,Europe/Tallinn,instagram,1752856792.9118838,breathingExercise,Ennuyé,
dismissedAppOpening,3.0,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752861805.7190108,breathingExercise,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752862001.4664102,breathingExercise,Message,
openedApp,3.0,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862338.8611221,breathingExercise,Message,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862345.789758,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862370.96753,,,
openedApp,3.0,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862426.824019,breathingExercise,Message,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862445.309823,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862466.114728,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862498.050806,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862530.230695,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862551.761117,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862557.519572,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862581.464594,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862587.177923,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862594.961525,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862598.368063,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862638.023638,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862680.696806,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862708.862303,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862709.6998348,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862718.208772,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862743.4266028,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862793.4298549,,,
openedApp,3.0,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862863.603732,breathingExercise,Divertissement,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862874.274334,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862883.768049,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862897.1370502,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862900.8045712,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862940.704297,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862957.037986,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862976.738529,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752862996.7310882,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752863015.223748,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752863041.513236,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752863059.085114,,,
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752863070.756074,askForTimeLimit,,1260.0
openedApp,3.0,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752863213.181306,breathingExercise,Divertissement,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752863223.251622,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752863231.939533,,,
openedApp,3.0,False,Europe/Tallinn,E9D7EFED-BCD9-4066-B3FD-29477D23B6B4,1752863298.095693,breathingExercise,Message,
closedApp,,False,Europe/Tallinn,E9D7EFED-BCD9-4066-B3FD-29477D23B6B4,1752863566.87638,,,
closedApp,,False,Europe/Tallinn,E9D7EFED-BCD9-4066-B3FD-29477D23B6B4,1752863579.441117,,,
closedApp,,False,Europe/Tallinn,leMonde,1752864076.183792,,,
closedApp,,False,Europe/Tallinn,leMonde,1752864099.7315512,,,
closedApp,,False,Europe/Tallinn,leMonde,1752864112.505072,,,
closedApp,,False,Europe/Tallinn,leMonde,1752864126.0105882,,,
closedApp,,False,Europe/Tallinn,leMonde,1752864128.7216868,,,
openedApp,3.0,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752864163.224351,breathingExercise,Éviter / Fuir,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752864200.769219,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752864217.801275,,,
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752864219.338723,askForTimeLimit,,60.0
openedApp,3.0,True,Europe/Tallinn,microsoftTeams,1752864295.025198,breathingExercise,Divertissement,1500.0
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752864428.259686,askForTimeLimit,,1080.0
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752864749.046025,askForTimeLimit,,900.0
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752864939.395618,askForTimeLimit,,1020.0
dismissedAppOpening,3.0,False,Europe/Tallinn,microsoftTeams,1752865017.066214,askForTimeLimit,,
dismissedAppOpening,3.0,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752865026.117237,breathingExercise,,
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752865714.677454,askForTimeLimit,,1200.0
openedApp,3.0,False,Europe/Tallinn,instagram,1752870502.494769,breathingExercise,Message,
openedApp,3.0,False,Europe/Tallinn,instagram,1752871530.756984,breathingExercise,Message,
openedApp,,False,Europe/Tallinn,instagram,1752872193.7513242,,,
closedApp,,False,Europe/Tallinn,instagram,1752872373.7513242,,,
dismissedAppOpening,,False,Europe/Tallinn,instagram,1752872373.7513242,,,
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752873331.6400762,askForTimeLimit,,60.0
openedApp,3.0,False,Europe/Tallinn,xhamster,1752873989.830326,breathingExercise,Éviter / Fuir,
closedApp,,False,Europe/Tallinn,xhamster,1752874084.436414,,,
closedApp,,False,Europe/Tallinn,xhamster,1752874085.702248,,,
closedApp,,False,Europe/Tallinn,xhamster,1752874374.622103,,,
openedApp,3.0,False,Europe/Tallinn,youtube,1752874391.6424708,breathingExercise,Message,2280.0
openedApp,3.0,True,Europe/Tallinn,youtube,1752876691.574603,breathingExercise,Rester au courant,1140.0
openedApp,3.0,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877477.9482431,breathingExercise,Publier quelque chose,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877688.958442,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877697.9422522,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877705.323879,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877713.7341661,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877717.511746,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877728.388873,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877730.306153,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877853.551851,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877859.021082,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877861.689529,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877898.729785,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877905.732861,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752877969.125556,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752878028.139604,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752878117.634073,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752878145.2423,,,
closedApp,,False,Europe/Tallinn,48E2496E-C92E-4364-97CE-7E66D65BABD3,1752878148.4955301,,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752907423.291353,breathingExercise,Divertissement,
closedApp,,False,Europe/Tallinn,leMonde,1752908497.2958179,,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752909247.290756,breathingExercise,Message,
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752909616.404705,askForTimeLimit,,840.0
openedApp,3.0,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909776.1881042,breathingExercise,Divertissement,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909787.609016,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909797.776112,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909846.1928592,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909851.79127,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909869.120923,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909888.633932,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909909.4969459,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909929.634413,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909945.210257,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909951.6043901,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909961.8868,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752909978.686448,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910017.778216,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910025.8850532,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910037.317092,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910044.2368488,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910057.3816872,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910070.208102,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910086.4849381,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910105.976749,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910133.501624,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910164.580414,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910175.4277968,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910189.961772,,,
closedApp,,False,Europe/Tallinn,1610EF4F-F1F9-48A4-809B-13671313A098,1752910217.685348,,,
openedApp,3.0,False,Europe/Tallinn,xhamster,1752910230.043316,breathingExercise,Divertissement,
closedApp,,False,Europe/Tallinn,xhamster,1752910246.514153,,,
closedApp,,False,Europe/Tallinn,xhamster,1752910247.732314,,,
closedApp,,False,Europe/Tallinn,xhamster,1752910356.34565,,,
closedApp,,False,Europe/Tallinn,xhamster,1752910499.0111241,,,
closedApp,,False,Europe/Tallinn,xhamster,1752910978.2649732,,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752915829.461415,breathingExercise,Publier quelque chose,
closedApp,,False,Europe/Tallinn,onlyfans,1752916393.592785,,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752916564.3721209,breathingExercise,Ennuyé,
openedApp,3.0,False,Europe/Tallinn,instagram,1752917467.26408,breathingExercise,Publier quelque chose,
closedApp,,False,Europe/Tallinn,onlyfans,1752917904.459122,,,
openedApp,3.0,False,Europe/Tallinn,E9D7EFED-BCD9-4066-B3FD-29477D23B6B4,1752918305.45276,breathingExercise,Divertissement,
closedApp,,False,Europe/Tallinn,E9D7EFED-BCD9-4066-B3FD-29477D23B6B4,1752918422.7978802,,,
closedApp,,False,Europe/Tallinn,E9D7EFED-BCD9-4066-B3FD-29477D23B6B4,1752918655.5733461,,,
closedApp,,False,Europe/Tallinn,E9D7EFED-BCD9-4066-B3FD-29477D23B6B4,1752918694.999494,,,
openedApp,3.0,False,Europe/Tallinn,xhamster,1752918714.433192,breathingExercise,Ennuyé,
closedApp,,False,Europe/Tallinn,xhamster,1752918734.733885,,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752918749.32463,breathingExercise,Divertissement,
openedApp,3.0,False,Europe/Tallinn,instagram,1752919393.34029,breathingExercise,Ennuyé,
openedApp,3.0,False,Europe/Tallinn,xhamster,1752919561.871221,breathingExercise,Divertissement,
closedApp,,False,Europe/Tallinn,xhamster,1752919587.945228,,,
closedApp,,False,Europe/Tallinn,xhamster,1752919589.043169,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920009.4582648,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920183.826998,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920224.992285,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920228.648772,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920313.113443,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920477.554473,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920642.134537,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920733.4682689,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920849.6551661,,,
closedApp,,False,Europe/Tallinn,xhamster,1752920991.044261,,,
closedApp,,False,Europe/Tallinn,xhamster,1752921039.254502,,,
closedApp,,False,Europe/Tallinn,xhamster,1752921154.310285,,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752921821.926149,breathingExercise,Message,
openedApp,3.0,False,Europe/Tallinn,instagram,1752924359.3359818,breathingExercise,Vérifier les likes,
openedApp,3.0,False,Europe/Tallinn,youtube,1752926138.468672,breathingExercise,Divertissement,840.0
openedApp,3.0,False,Europe/Tallinn,youtube,1752926188.507856,breathingExercise,Divertissement,480.0
openedApp,3.0,False,Europe/Tallinn,youtube,1752926282.3730621,breathingExercise,Message,960.0
openedApp,3.0,False,Europe/Tallinn,youtube,1752926889.404892,breathingExercise,Message,840.0
openedApp,3.0,True,Europe/Tallinn,youtube,1752927746.537066,breathingExercise,Divertissement,960.0
openedApp,3.0,True,Europe/Tallinn,youtube,1752928705.871241,breathingExercise,Ennuyé,1320.0
dismissedAppOpening,3.0,True,Europe/Tallinn,youtube,1752930027.073375,breathingExercise,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752931493.499723,breathingExercise,Divertissement,
openedApp,3.0,False,Europe/Tallinn,instagram,1752934085.436579,breathingExercise,Publier quelque chose,
openedApp,3.0,False,Europe/Tallinn,instagram,1752935808.510737,breathingExercise,Publier quelque chose,
closedApp,,False,Europe/Tallinn,leMonde,1752936900.6918468,,,
closedApp,,False,Europe/Tallinn,leMonde,1752936918.648015,,,
openedApp,3.0,False,Europe/Tallinn,instagram,1752938398.248005,breathingExercise,Divertissement,
openedApp,3.0,False,Europe/Tallinn,microsoftTeams,1752939146.648066,askForTimeLimit,,1320.0
