isReIntervention,interventionDuration,app,resolution,timestamp,timezone,interventionType
False,6,instagram,openedApp,1753739470.52126,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753761652.951315,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753767045.6723452,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753771544.1304932,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753786806.085812,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753787559.3797379,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753789335.525908,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753789774.919139,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753790304.326519,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753807402.640796,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753807587.059499,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753810495.224992,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753810541.459585,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753811258.082553,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753811950.2434149,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753812439.44879,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753813558.072995,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753814604.9262109,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753815698.656375,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753816767.657069,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753819311.0655398,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753820376.49054,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753821886.964539,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753822523.424406,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753823103.028328,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753827232.2563481,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753853501.694319,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753853603.205426,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753858352.227452,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753859486.762974,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753859972.596959,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753866357.531261,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753866406.0410938,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753875726.568698,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753876233.6556392,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753877434.661313,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753899367.656801,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753907591.732092,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753907920.467328,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753908783.7501888,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753908870.933357,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753909184.944858,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753909688.454627,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753911942.63619,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753912108.56265,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753912744.543717,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753935378.2895122,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753935943.360712,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753937871.7263942,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753940380.962162,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753940844.811417,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753940857.847845,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753941965.8972611,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753943273.712105,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753943452.713114,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753944721.62729,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753947417.3149362,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753948399.5192451,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753949357.721661,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753949586.6583362,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753953936.929727,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753954038.2392468,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753956472.874926,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753957003.8519511,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753959308.645659,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753959900.388227,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753960453.4655719,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753961999.837203,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753962471.781059,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753963324.071447,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753963361.603166,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753963886.5426788,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753965056.624021,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753967618.258306,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753968345.933865,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753969682.9936352,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753977097.2444658,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753978495.1522489,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753978535.72021,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753979651.1258721,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753981577.8441548,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753983759.4662042,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753983934.213564,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753985306.376688,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753985465.1404219,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753985758.322668,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753985787.031456,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753987055.533078,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753988667.885896,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753990585.984591,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753990601.28939,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753990822.99888,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753992523.572639,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1753993235.487337,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1753996948.050456,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754021695.15268,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754026236.4018312,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754026737.0491672,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754032313.430675,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754046381.223055,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754064815.9664412,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754066710.652649,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754072745.48333,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754076455.776859,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754078009.585429,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754080620.985178,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754081933.760987,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754083287.3049889,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754083540.427741,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754110909.2088661,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754111995.6110802,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754117110.483767,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754118139.2017798,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754126131.529773,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754126198.081142,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754133761.8692908,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754134520.146698,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754152307.664968,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754158418.922262,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754159197.721393,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754172278.342608,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754172299.427567,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754173122.106639,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754200684.204321,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754204259.273911,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754205162.850206,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754212080.470568,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754238834.8530679,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754241333.118289,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754241779.701896,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754244037.3701339,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754244053.670847,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754244272.132386,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754244455.7403898,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754244646.9960918,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754244929.667944,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754245099.237649,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754245208.040532,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754245464.188076,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754246459.674195,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754251647.655525,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754252087.933588,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754253394.525189,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754255001.881032,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754255532.4936662,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754255752.548616,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754255988.5886421,Europe/Copenhagen,breathingExercise
False,6,instagram,dismissedAppOpening,1754256051.048645,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754256265.5631409,Europe/Copenhagen,breathingExercise
False,6,instagram,openedApp,1754258551.46542,Europe/Copenhagen,breathingExercise
