app,timeIntervalUntilReIntervention,isReIntervention,resolution,timestamp,interventionType,interventionDuration,timezone,purpose
tikTok,240.0,False,openedApp,1753949183.526283,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,False,openedApp,1753949831.1468139,askForTimeLimit,6,Europe/Moscow,
tikTok,540.0,False,openedApp,1753950041.607461,askForTimeLimit,6,Europe/Moscow,
tikTok,480.0,False,openedApp,1753950238.306977,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,False,openedApp,1753983395.046081,askForTimeLimit,6,Europe/Moscow,
tikTok,480.0,True,openedApp,1753984025.474014,breathingExercise,6,Europe/Moscow,олл
tikTok,600.0,True,openedApp,1753984529.2966561,breathingExercise,6,Europe/Moscow,ооо
tikTok,,True,dismissedAppOpening,1753985162.281683,breathingExercise,6,Europe/Moscow,
tikTok,420.0,False,openedApp,1753985192.40571,breathingExercise,6,Europe/Moscow,ттт
tikTok,480.0,True,openedApp,1753985634.1862922,breathingExercise,6,Europe/Moscow,мм
tikTok,420.0,True,openedApp,1753986137.270982,breathingExercise,6,Europe/Moscow,пр
tikTok,420.0,True,openedApp,1753986583.103648,breathingExercise,6,Europe/Moscow,тт
tikTok,600.0,False,openedApp,1754065450.11946,breathingExercise,6,Europe/Moscow,то
tikTok,720.0,True,openedApp,1754066076.159199,breathingExercise,6,Europe/Moscow,иии
tikTok,,False,dismissedAppOpening,1754072486.894456,askForTimeLimit,6,Europe/Moscow,
tikTok,360.0,False,openedApp,1754072502.5051131,askForTimeLimit,6,Europe/Moscow,
tikTok,,True,dismissedAppOpening,1754072892.4250178,breathingExercise,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1754072914.7922,breathingExercise,6,Europe/Moscow,ссс
tikTok,,False,dismissedAppOpening,1754074277.205517,askForTimeLimit,6,Europe/Moscow,
tikTok,720.0,False,openedApp,1754074296.494751,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,True,openedApp,1754075044.2130132,breathingExercise,6,Europe/Moscow,ттт
tikTok,480.0,True,openedApp,1754075967.005865,breathingExercise,6,Europe/Moscow,ррр
tikTok,480.0,True,openedApp,1754076470.819106,breathingExercise,6,Europe/Moscow,пр
tikTok,540.0,True,openedApp,1754076995.754401,breathingExercise,6,Europe/Moscow,тор
tikTok,780.0,False,openedApp,1754130339.3736,askForTimeLimit,6,Europe/Moscow,
tikTok,300.0,True,openedApp,1754131144.328438,breathingExercise,6,Europe/Moscow, cc
tikTok,660.0,True,openedApp,1754131468.401361,breathingExercise,6,Europe/Moscow,cvv
tikTok,720.0,True,openedApp,1754132208.017391,breathingExercise,6,Europe/Moscow,tgggg
tikTok,660.0,True,openedApp,1754132951.573216,breathingExercise,6,Europe/Moscow,bb
tikTok,900.0,False,openedApp,1754133482.316903,askForTimeLimit,6,Europe/Moscow,
tikTok,960.0,True,openedApp,1754134405.811872,breathingExercise,6,Europe/Moscow,hhh
tikTok,780.0,True,openedApp,1754135390.482594,breathingExercise,6,Europe/Moscow,bgh
tikTok,660.0,True,openedApp,1754136194.2214031,breathingExercise,6,Europe/Moscow,ccd
tikTok,1080.0,True,openedApp,1754136878.334824,breathingExercise,6,Europe/Moscow,hjj
tikTok,780.0,True,openedApp,1754137982.428637,breathingExercise,6,Europe/Moscow,cfff
tikTok,540.0,False,openedApp,1754167081.3297858,askForTimeLimit,6,Europe/Moscow,
tikTok,1740.0,True,openedApp,1754167646.109302,breathingExercise,6,Europe/Moscow,yyy
tikTok,540.0,True,openedApp,1754169408.381651,breathingExercise,6,Europe/Moscow,ghh
tikTok,1020.0,False,openedApp,1754169980.6234999,askForTimeLimit,6,Europe/Moscow,
tikTok,1260.0,True,openedApp,1754171031.515617,breathingExercise,6,Europe/Moscow,ccc
tikTok,1500.0,True,openedApp,1754172312.668854,breathingExercise,6,Europe/Moscow,fff
tikTok,1080.0,False,openedApp,1754172724.070665,askForTimeLimit,6,Europe/Moscow,
tikTok,1020.0,True,openedApp,1754173827.940845,breathingExercise,6,Europe/Moscow,fff
tikTok,780.0,True,openedApp,1754174870.609312,breathingExercise,6,Europe/Moscow,ccc
tikTok,960.0,False,openedApp,1754219477.822935,askForTimeLimit,6,Europe/Moscow,
tikTok,1200.0,False,openedApp,1754220056.250207,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1754230009.326227,askForTimeLimit,6,Europe/Moscow,
tikTok,2400.0,False,openedApp,1754237269.752534,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1754237795.2653031,askForTimeLimit,6,Europe/Moscow,
tikTok,1620.0,False,openedApp,1754237801.1874309,askForTimeLimit,6,Europe/Moscow,
tikTok,1500.0,False,openedApp,1754238434.299325,askForTimeLimit,6,Europe/Moscow,
tikTok,1080.0,True,openedApp,1754239959.397006,breathingExercise,6,Europe/Moscow,ппп
tikTok,1620.0,True,openedApp,1754241153.137872,breathingExercise,6,Europe/Moscow,ноо
tikTok,1740.0,False,openedApp,1754241357.922931,askForTimeLimit,6,Europe/Moscow,
tikTok,1620.0,True,openedApp,1754243124.9490929,breathingExercise,6,Europe/Moscow,пап
tikTok,1260.0,False,openedApp,1754244929.983037,askForTimeLimit,6,Europe/Moscow,
tikTok,1680.0,False,openedApp,1754245140.5122972,askForTimeLimit,6,Europe/Moscow,
tikTok,1020.0,False,openedApp,1754246065.785517,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1754246709.633465,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1754246727.89255,askForTimeLimit,6,Europe/Moscow,
tikTok,1620.0,False,openedApp,1754246733.6098552,askForTimeLimit,6,Europe/Moscow,
tikTok,1920.0,False,openedApp,1754247301.310285,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1754247835.95852,askForTimeLimit,6,Europe/Moscow,
tikTok,1500.0,False,openedApp,1754247840.880914,askForTimeLimit,6,Europe/Moscow,
tikTok,1560.0,False,openedApp,1754249145.396689,askForTimeLimit,6,Europe/Moscow,
tikTok,1440.0,False,openedApp,1754249432.514782,askForTimeLimit,6,Europe/Moscow,
tikTok,1320.0,True,openedApp,1754250896.31604,breathingExercise,6,Europe/Moscow,ррр
tikTok,1380.0,False,openedApp,1754251985.524651,askForTimeLimit,6,Europe/Moscow,
tikTok,1560.0,False,openedApp,1754252941.445672,askForTimeLimit,6,Europe/Moscow,
tikTok,,True,dismissedAppOpening,1754254711.34495,breathingExercise,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1754254907.355926,askForTimeLimit,6,Europe/Moscow,
tikTok,1260.0,False,openedApp,1754254945.752143,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1754255755.937468,askForTimeLimit,6,Europe/Moscow,
tikTok,1320.0,False,openedApp,1754255774.797525,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1754256342.5740662,askForTimeLimit,6,Europe/Moscow,
tikTok,,False,dismissedAppOpening,1754256346.270349,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1754257818.6557279,askForTimeLimit,6,Europe/Moscow,
tikTok,1140.0,False,openedApp,1754258618.118801,askForTimeLimit,6,Europe/Moscow,
tikTok,1200.0,False,openedApp,1754259690.1630058,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1754260138.140775,askForTimeLimit,6,Europe/Moscow,
tikTok,1260.0,False,openedApp,1754260752.0022721,askForTimeLimit,6,Europe/Moscow,
tikTok,720.0,True,openedApp,1754262026.517653,breathingExercise,6,Europe/Moscow,fff
tikTok,1140.0,False,openedApp,1754304187.972213,askForTimeLimit,6,Europe/Moscow,
tikTok,1560.0,True,openedApp,1754305359.014018,breathingExercise,6,Europe/Moscow,кекк
tikTok,1500.0,False,openedApp,1754305934.136143,askForTimeLimit,6,Europe/Moscow,
tikTok,960.0,False,openedApp,1754306319.190053,askForTimeLimit,6,Europe/Moscow,
tikTok,1080.0,False,openedApp,1754306534.370875,askForTimeLimit,6,Europe/Moscow,
tikTok,1140.0,False,openedApp,1754306887.772882,askForTimeLimit,6,Europe/Moscow,
tikTok,1140.0,True,openedApp,1754308054.13903,breathingExercise,6,Europe/Moscow,папп
tikTok,720.0,True,openedApp,1754309218.1215448,breathingExercise,6,Europe/Moscow,папп
tikTok,840.0,False,openedApp,1754309405.858659,askForTimeLimit,6,Europe/Moscow,
tikTok,660.0,True,openedApp,1754310317.8553839,breathingExercise,6,Europe/Moscow,ссс
tikTok,780.0,True,openedApp,1754311001.1644192,breathingExercise,6,Europe/Moscow,роо
tikTok,960.0,True,openedApp,1754311804.074092,breathingExercise,6,Europe/Moscow,ррр
tikTok,840.0,False,openedApp,1754313573.850944,askForTimeLimit,6,Europe/Moscow,
tikTok,600.0,False,openedApp,1754314010.083821,askForTimeLimit,6,Europe/Moscow,
tikTok,780.0,False,openedApp,1754314262.372487,askForTimeLimit,6,Europe/Moscow,
tikTok,840.0,False,openedApp,1754314626.050915,askForTimeLimit,6,Europe/Moscow,
tikTok,900.0,False,openedApp,1754315056.7013268,askForTimeLimit,6,Europe/Moscow,
