resolution,purpose,timestamp,interventionType,isReIntervention,timezone,app,interventionDuration
openedApp,Message,1750373233.9313731,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750374299.147986,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750374394.085417,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Stay In the Loop,1750376015.873002,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750376066.496474,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750377292.726341,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750379473.107662,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750382067.284659,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750383239.934022,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750383915.393797,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750386158.3963962,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750386288.436996,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750386360.5426059,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750386377.657619,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750386528.190994,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750386730.4953551,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750387297.575171,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750388098.1125789,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750388122.414902,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750388993.4073892,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750389260.388301,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750390764.5510201,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750391029.784867,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750391375.910701,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750391867.791378,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750391981.535574,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750392058.607698,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750392284.319315,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750392370.251165,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750392623.2491689,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750392723.4638991,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750392807.696286,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750392857.577201,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750392873.805892,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750392954.722142,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750393010.834089,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750393078.86538,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750393355.785235,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750393543.012387,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750393795.670148,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750394373.469654,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750394514.593553,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750394781.58772,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750394910.9956279,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750395004.010501,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750395082.431185,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750395134.288756,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750395353.364812,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750395822.092557,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750395919.433492,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750396011.476406,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750396170.339582,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750396265.704431,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750396428.444598,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750397142.5977368,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750397272.311563,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750401236.2161632,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750403013.241743,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750404158.4360209,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750405222.2761168,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750438502.041617,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750440508.276054,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750443382.916786,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750443429.222674,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750443488.6668239,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750445079.1970038,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750446173.089314,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750447928.182098,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750448652.4029431,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750448791.499285,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750450408.510077,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750452585.926653,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750454297.7115731,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750454618.081616,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750455025.508095,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750458645.545367,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750458835.1816912,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750463225.126137,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750465836.946126,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750466849.923567,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750467116.3536282,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750467410.066348,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750467662.757331,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750469636.95152,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750470189.383735,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750470243.812567,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750470473.2521749,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750470506.2650409,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750470508.6506472,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750470542.543723,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750470707.96612,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750471358.289685,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750471477.0673409,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750472653.5350509,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750472784.436048,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750472805.021894,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750473015.992383,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750473713.83527,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750473810.429192,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750474447.193363,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750474725.0736961,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750474941.420047,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750475232.439429,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750475448.672882,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750475566.917486,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750476162.343337,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750476437.433594,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750476585.432982,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750476932.455977,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750477344.108551,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750477600.3659248,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750477843.439678,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750478102.4020329,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750478489.776972,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750478657.559681,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750480110.5397592,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750480635.735322,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750481351.9600549,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750481564.8586679,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750481661.456925,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750483098.113432,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750483426.8852339,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750484067.736804,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750485364.5160131,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750485548.640379,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750485607.643431,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750486240.026781,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750524098.615483,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750525492.72608,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750525672.493758,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750526945.02599,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750527177.290849,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750527555.7706962,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750527687.385184,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750528299.019578,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750528400.649466,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750528527.495744,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750529072.6938648,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750531201.075486,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750532008.373059,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750532087.917529,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750533172.470521,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750533647.672554,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750534237.885607,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750534318.5107,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750534389.2742128,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750535143.305661,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750535301.081126,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750535716.8246899,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750537043.35588,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750537906.6399078,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750539003.038506,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750539504.405127,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750540898.8034968,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750541262.5041919,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750542309.990326,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750542496.770338,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750543026.339765,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750544609.76926,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750546617.394182,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750546712.260973,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750547347.926509,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750548091.919085,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750548239.7687411,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750548394.5811272,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750548826.245435,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750549300.0470018,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750549405.508594,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750549448.003605,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Stalk crush,1750549632.656836,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750549632.688085,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750550933.698841,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750551125.737618,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750552013.625365,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750552275.606278,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750552772.3877912,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750553055.715908,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750554080.155947,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750554832.197969,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750556048.955342,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750556067.87708,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750557942.200838,breathingExercise,False,America/Los_Angeles,snapchat,6.0
dismissedAppOpening,,1750558224.715383,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750558240.5650039,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Message,1750558357.4674459,breathingExercise,False,America/Los_Angeles,snapchat,6.0
openedApp,Stay In the Loop,1750571973.0940099,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750572063.5988312,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750580063.950923,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750616483.3193212,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750618233.841549,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750650578.231075,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750710203.717338,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750716304.810288,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750716397.367683,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750722351.3045712,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750729060.9074821,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750790357.956969,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750804040.7076712,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750804055.250175,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750809561.9472198,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750815995.4806929,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750818867.072536,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750819381.33013,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750819798.287764,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750819892.559166,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Post something,1750825629.8470469,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750826059.736831,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stalk crush,1750826246.255869,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750827269.533742,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750827293.805249,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750833581.739907,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750833706.181633,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750833756.836225,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750833824.230627,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750833859.736475,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750836053.196515,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750889601.122319,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750889769.4002,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750889877.01172,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750895957.671799,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750896022.010429,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750906342.620778,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750906363.066002,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750912356.042707,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750912369.5185199,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750916918.3119678,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750917552.1053882,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750923583.587146,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750923672.661346,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750923840.8138828,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750924569.512949,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750924767.138222,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750924783.16379,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750925511.6521559,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750926358.9562669,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750963170.560262,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750963458.353777,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750969839.766716,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750970518.673368,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750970829.833539,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750971374.842907,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750974707.889336,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750975081.113926,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750975620.4375181,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750976216.014782,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750979257.0096111,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1750979356.728246,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750982177.987152,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1750986170.3913388,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1750986657.25335,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751050759.659223,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751051068.722602,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751066804.885159,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751072496.31817,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751072582.845199,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751072608.14557,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751072924.953182,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751073560.023561,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751074537.329262,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751074662.0052319,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751075487.106591,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751075664.7028542,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751076184.8284612,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751077280.727758,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751078890.075733,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751086128.791482,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751142415.223876,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751144384.739931,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751144581.962009,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751146931.294331,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751151762.7207851,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751157407.7658648,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751157422.1316838,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751166735.514446,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751167554.40007,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751187645.181009,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751187957.925811,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751223069.173351,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751239545.505756,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751262857.143121,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751264243.806283,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751318066.521924,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751318406.8421922,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751319304.636623,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751319759.260761,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751331421.065771,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751333468.95579,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751334437.884233,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751336151.599389,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751340527.3825002,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751342395.501725,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751342600.2635689,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751388573.607584,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751576281.0377998,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751576581.404474,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751578708.254943,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751580388.1312041,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751583464.33412,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751586961.97023,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751587838.801189,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751587959.4344149,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751595795.1362472,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751655788.28484,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751670856.92338,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751682939.7737079,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751683520.871784,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751683522.916409,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751683542.710256,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751683584.124408,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751685214.078402,breathingExercise,False,America/Los_Angeles,instagram,6.0
