timezone,timestamp,app,isReIntervention,resolution,interventionType,interventionDuration,timeIntervalUntilReIntervention
Europe/Ljubljana,1751552124.549418,snapchat,False,closedApp,,,
Europe/Ljubljana,1751552540.8968039,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751552769.854101,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751553014.563477,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751553597.6444669,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751553613.517171,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751553743.55848,snapchat,False,closedApp,,,
Europe/Ljubljana,1751554764.381845,snapchat,False,closedApp,,,
Europe/Ljubljana,1751555794.160358,snapchat,False,openedApp,breathingExercise,6.0,360.0
Europe/Ljubljana,1751557345.551986,snapchat,False,closedApp,,,
Europe/Ljubljana,1751557683.50522,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751559313.73266,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751559412.500009,snapchat,False,closedApp,,,
Europe/Ljubljana,1751559472.641058,snapchat,False,closedApp,,,
Europe/Ljubljana,1751559710.244201,snapchat,False,closedApp,,,
Europe/Ljubljana,1751559758.548839,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751559816.760967,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751559829.186554,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751559938.305202,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751560154.2530398,snapchat,False,openedApp,breathingExercise,6.0,540.0
Europe/Ljubljana,1751560551.740755,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751560767.642685,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751560877.1673012,snapchat,False,closedApp,,,
Europe/Ljubljana,1751560919.35975,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751560958.748464,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751561601.816759,snapchat,False,openedApp,breathingExercise,6.0,420.0
Europe/Ljubljana,1751561622.173101,snapchat,False,closedApp,,,
Europe/Ljubljana,1751561651.892081,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751561692.098361,snapchat,False,closedApp,,,
Europe/Ljubljana,1751561791.059339,snapchat,False,closedApp,,,
Europe/Ljubljana,1751561837.0455608,snapchat,False,closedApp,,,
Europe/Ljubljana,1751561857.0867882,snapchat,False,closedApp,,,
Europe/Ljubljana,1751561906.008817,snapchat,False,closedApp,,,
Europe/Ljubljana,1751561990.414092,snapchat,False,closedApp,,,
Europe/Ljubljana,1751562108.409607,snapchat,False,closedApp,,,
Europe/Ljubljana,1751562140.243475,snapchat,False,closedApp,,,
Europe/Ljubljana,1751563821.108224,snapchat,False,closedApp,,,
Europe/Ljubljana,1751563850.979876,snapchat,False,closedApp,,,
Europe/Ljubljana,1751563872.999862,snapchat,False,closedApp,,,
Europe/Ljubljana,1751563997.382164,snapchat,False,closedApp,,,
Europe/Ljubljana,1751564021.02404,snapchat,False,closedApp,,,
Europe/Ljubljana,1751564026.807383,snapchat,False,closedApp,,,
Europe/Ljubljana,1751564228.47862,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751564353.36114,snapchat,False,openedApp,breathingExercise,6.0,180.0
Europe/Ljubljana,1751564391.277303,snapchat,False,closedApp,,,
Europe/Ljubljana,1751564475.6585178,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751565579.00878,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751564576.139813,snapchat,False,closedApp,,,
Europe/Ljubljana,1751564759.2819118,snapchat,False,closedApp,,,
Europe/Ljubljana,1751565207.9813619,snapchat,False,closedApp,,,
Europe/Ljubljana,1751565492.43679,snapchat,False,closedApp,,,
Europe/Ljubljana,1751565765.146059,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751566105.580975,snapchat,False,closedApp,,,
Europe/Ljubljana,1751567013.179219,snapchat,False,closedApp,,,
Europe/Ljubljana,1751567082.568645,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751567135.1903958,snapchat,False,closedApp,,,
Europe/Ljubljana,1751567164.021529,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751567338.46516,snapchat,False,closedApp,,,
Europe/Ljubljana,1751567354.130015,snapchat,False,closedApp,,,
Europe/Ljubljana,1751567400.423398,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751568376.222207,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751567534.772464,snapchat,False,closedApp,,,
Europe/Ljubljana,1751567563.638026,snapchat,False,closedApp,,,
Europe/Ljubljana,1751568037.184331,snapchat,False,closedApp,,,
Europe/Ljubljana,1751568174.96416,snapchat,False,closedApp,,,
Europe/Ljubljana,1751568272.026437,snapchat,False,closedApp,,,
Europe/Ljubljana,1751568367.248548,snapchat,False,closedApp,,,
Europe/Ljubljana,1751570047.646591,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751570075.778686,snapchat,False,closedApp,,,
Europe/Ljubljana,1751570270.419302,snapchat,False,closedApp,,,
Europe/Ljubljana,1751570631.837827,snapchat,False,closedApp,,,
Europe/Ljubljana,1751576177.2436218,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751578197.223145,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751578264.360717,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751576260.928128,snapchat,False,closedApp,,,
Europe/Ljubljana,1751576440.802596,snapchat,False,closedApp,,,
Europe/Ljubljana,1751577034.670442,snapchat,False,closedApp,,,
Europe/Ljubljana,1751577073.4345222,snapchat,False,closedApp,,,
Europe/Ljubljana,1751577412.278867,snapchat,False,closedApp,,,
Europe/Ljubljana,1751577432.4411201,snapchat,False,closedApp,,,
Europe/Ljubljana,1751578383.787528,snapchat,False,openedApp,breathingExercise,6.0,540.0
Europe/Ljubljana,1751579484.09812,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751578426.645299,snapchat,False,closedApp,,,
Europe/Ljubljana,1751578639.539394,snapchat,False,closedApp,,,
Europe/Ljubljana,1751579507.615158,snapchat,False,closedApp,,,
Europe/Ljubljana,1751579749.169882,snapchat,False,closedApp,,,
Europe/Ljubljana,1751579773.1882439,snapchat,False,closedApp,,,
Europe/Ljubljana,1751579912.650899,snapchat,False,closedApp,,,
Europe/Ljubljana,1751580087.211618,appStore,False,openedApp,breathingExercise,6.0,540.0
Europe/Ljubljana,1751580998.820941,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751580176.80988,appStore,False,closedApp,,,
Europe/Ljubljana,1751581492.897078,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751581509.346713,snapchat,False,closedApp,,,
Europe/Ljubljana,1751581606.5778542,snapchat,False,closedApp,,,
Europe/Ljubljana,1751581703.122966,snapchat,False,closedApp,,,
Europe/Ljubljana,1751581991.539228,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751581993.310147,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751581997.1734262,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751582016.3312778,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751582540.583565,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751582729.023001,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751583188.8935142,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751582578.325938,snapchat,False,closedApp,,,
Europe/Ljubljana,1751582885.00274,snapchat,False,closedApp,,,
Europe/Ljubljana,1751587682.62655,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751587733.742773,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751587944.350359,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751609367.670928,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751587711.156775,snapchat,False,closedApp,,,
Europe/Ljubljana,1751587711.533499,snapchat,False,closedApp,,,
Europe/Ljubljana,1751588000.7338781,snapchat,False,closedApp,,,
Europe/Ljubljana,1751587756.5027971,appStore,False,closedApp,,,
Europe/Ljubljana,1751612737.728617,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751612790.020883,snapchat,False,closedApp,,,
Europe/Ljubljana,1751613181.14277,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751613209.7704868,snapchat,False,closedApp,,,
Europe/Ljubljana,1751613377.9615731,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751613430.05757,snapchat,False,closedApp,,,
Europe/Ljubljana,1751613638.848201,snapchat,False,closedApp,,,
Europe/Ljubljana,1751616476.209715,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751616511.207165,snapchat,False,closedApp,,,
Europe/Ljubljana,1751617113.544293,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751617113.825667,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751617251.7109241,snapchat,False,closedApp,,,
Europe/Ljubljana,1751617285.717876,snapchat,False,closedApp,,,
Europe/Ljubljana,1751617368.422144,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751617387.536943,snapchat,False,closedApp,,,
Europe/Ljubljana,1751617719.210921,snapchat,False,closedApp,,,
Europe/Ljubljana,1751621931.4175138,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751621949.1074982,snapchat,False,closedApp,,,
Europe/Ljubljana,1751622092.158616,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751622122.288527,snapchat,False,closedApp,,,
Europe/Ljubljana,1751622802.195959,snapchat,False,closedApp,,,
Europe/Ljubljana,1751623730.867877,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751623756.9639192,snapchat,False,closedApp,,,
Europe/Ljubljana,1751625775.9630508,snapchat,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751626231.361709,snapchat,False,closedApp,,,
Europe/Ljubljana,1751627262.9180279,snapchat,False,openedApp,breathingExercise,6.0,180.0
Europe/Ljubljana,1751627280.6748981,snapchat,False,closedApp,,,
Europe/Ljubljana,1751627637.6540642,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751627857.037173,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751628274.930317,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751628384.131518,appStore,False,openedApp,breathingExercise,6.0,420.0
Europe/Ljubljana,1751628403.525577,appStore,False,closedApp,,,
Europe/Ljubljana,1751629749.98859,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751629776.310611,snapchat,False,closedApp,,,
Europe/Ljubljana,1751629819.7345,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751629839.0494828,appStore,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751630361.497346,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751632323.1871638,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751638669.0727,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751639262.224608,snapchat,False,closedApp,,,
Europe/Ljubljana,1751639280.290221,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751639346.464525,appStore,False,closedApp,,,
Europe/Ljubljana,1751639348.2530398,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751639634.351676,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751639733.0929198,snapchat,False,closedApp,,,
Europe/Ljubljana,1751640460.096453,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751640568.955729,appStore,False,closedApp,,,
Europe/Ljubljana,1751641934.41853,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751641975.659112,snapchat,False,closedApp,,,
Europe/Ljubljana,1751642490.422347,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751642510.118102,appStore,False,openedApp,breathingExercise,6.0,240.0
Europe/Ljubljana,1751642531.368483,appStore,False,closedApp,,,
Europe/Ljubljana,1751642574.683083,appStore,False,closedApp,,,
Europe/Ljubljana,1751644437.6264992,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751646390.973319,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751650756.3502889,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751655296.034652,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751653020.093402,snapchat,False,closedApp,,,
Europe/Ljubljana,1751703427.046521,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751703457.022255,snapchat,False,closedApp,,,
Europe/Ljubljana,1751703471.3536448,snapchat,False,closedApp,,,
Europe/Ljubljana,1751703648.469172,snapchat,False,closedApp,,,
Europe/Ljubljana,1751703744.839984,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751704397.38973,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751704404.693581,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751704575.8397841,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751704633.421918,snapchat,False,closedApp,,,
Europe/Ljubljana,1751712223.5718799,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751712254.136069,snapchat,False,closedApp,,,
Europe/Ljubljana,1751712407.923164,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751716750.96216,snapchat,False,closedApp,,,
Europe/Ljubljana,1751718197.437417,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751718299.3946218,snapchat,False,closedApp,,,
Europe/Ljubljana,1751719415.61044,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751719447.6519852,snapchat,False,closedApp,,,
Europe/Ljubljana,1751729056.7581549,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751736020.968196,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751729210.75829,snapchat,False,closedApp,,,
Europe/Ljubljana,1751741379.788886,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751741443.851056,snapchat,False,closedApp,,,
Europe/Ljubljana,1751741510.937119,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751741525.229815,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751783299.305853,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751783481.950666,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751783804.1007109,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751783916.751357,snapchat,False,closedApp,,,
Europe/Ljubljana,1751789751.078496,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751789898.929093,snapchat,False,closedApp,,,
Europe/Ljubljana,1751790149.610395,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751790434.181078,snapchat,False,closedApp,,,
Europe/Ljubljana,1751791050.090347,snapchat,False,closedApp,,,
Europe/Ljubljana,1751792311.86762,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751792813.932644,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751792843.787034,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751792868.82851,appStore,False,closedApp,,,
Europe/Ljubljana,1751794062.8589358,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751794145.978325,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751794133.952347,appStore,False,closedApp,,,
Europe/Ljubljana,1751794155.105266,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751794950.5127258,appStore,False,openedApp,breathingExercise,6.0,300.0
Europe/Ljubljana,1751796819.127737,appStore,False,openedApp,breathingExercise,6.0,240.0
Europe/Ljubljana,1751794992.361063,appStore,False,closedApp,,,
Europe/Ljubljana,1751795033.982909,appStore,False,closedApp,,,
Europe/Ljubljana,1751796851.661381,appStore,False,closedApp,,,
Europe/Ljubljana,1751796885.209465,appStore,False,closedApp,,,
Europe/Ljubljana,1751796921.635977,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751796982.378838,appStore,False,closedApp,,,
Europe/Ljubljana,1751797090.6813269,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751797221.080879,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751799718.019833,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751801296.667517,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751801344.2497659,appStore,False,openedApp,breathingExercise,6.0,420.0
Europe/Ljubljana,1751802224.098413,appStore,False,openedApp,breathingExercise,6.0,420.0
Europe/Ljubljana,1751803229.089652,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751801393.473223,appStore,False,closedApp,,,
Europe/Ljubljana,1751802288.47312,appStore,False,closedApp,,,
Europe/Ljubljana,1751802315.4192429,appStore,False,closedApp,,,
Europe/Ljubljana,1751803249.797529,appStore,False,openedApp,breathingExercise,6.0,600.0
Europe/Ljubljana,1751803357.9666672,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751803304.534203,appStore,False,closedApp,,,
Europe/Ljubljana,1751803883.406812,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751803993.8084002,snapchat,False,closedApp,,,
Europe/Ljubljana,1751804004.0848022,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751804023.392389,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751804456.200945,appStore,False,openedApp,breathingExercise,6.0,480.0
Europe/Ljubljana,1751804479.11741,appStore,False,closedApp,,,
Europe/Ljubljana,1751806025.815219,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751806052.027275,snapchat,False,closedApp,,,
Europe/Ljubljana,1751806099.924684,snapchat,False,closedApp,,,
Europe/Ljubljana,1751806116.991212,appStore,False,openedApp,breathingExercise,6.0,360.0
Europe/Ljubljana,1751806155.20417,appStore,False,closedApp,,,
Europe/Ljubljana,1751806322.348064,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751808758.247603,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751809305.271007,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751808807.9545221,snapchat,False,closedApp,,,
Europe/Ljubljana,1751809983.4704208,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751812125.133871,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751812188.810749,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751810079.369036,snapchat,False,closedApp,,,
Europe/Ljubljana,1751810095.946702,snapchat,False,closedApp,,,
Europe/Ljubljana,1751815033.478008,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751815341.993843,snapchat,False,closedApp,,,
Europe/Ljubljana,1751816366.356079,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751819713.3023639,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751816569.141334,snapchat,False,closedApp,,,
Europe/Ljubljana,1751816720.371973,snapchat,False,closedApp,,,
Europe/Ljubljana,1751816833.3082352,snapchat,False,closedApp,,,
Europe/Ljubljana,1751819908.502013,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751819937.574463,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751820041.963719,snapchat,False,closedApp,,,
Europe/Ljubljana,1751821255.1981912,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751824808.088402,appStore,False,openedApp,breathingExercise,6.0,300.0
Europe/Ljubljana,1751824808.157514,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751824824.336628,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751824830.678985,appStore,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751827648.416956,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751828314.997576,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751828340.8419042,snapchat,False,closedApp,,,
Europe/Ljubljana,1751828739.769814,snapchat,False,closedApp,,,
Europe/Ljubljana,1751830806.044073,snapchat,False,closedApp,,,
Europe/Ljubljana,1751830809.648179,snapchat,False,closedApp,,,
Europe/Ljubljana,1751830836.0345402,snapchat,False,closedApp,,,
Europe/Ljubljana,1751830887.334159,snapchat,False,closedApp,,,
Europe/Ljubljana,1751831061.085411,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751831081.992027,snapchat,False,closedApp,,,
Europe/Ljubljana,1751831396.546,snapchat,False,closedApp,,,
Europe/Ljubljana,1751838055.458191,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751869539.323765,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751869543.919417,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751872830.8095741,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751872944.7926211,snapchat,False,closedApp,,,
Europe/Ljubljana,1751879802.049111,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751880424.761146,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751881837.695292,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751881936.1677918,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751879838.81851,snapchat,False,closedApp,,,
Europe/Ljubljana,1751880229.5777678,snapchat,False,closedApp,,,
Europe/Ljubljana,1751880357.332673,snapchat,False,closedApp,,,
Europe/Ljubljana,1751897509.638582,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751900628.260469,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751904125.509385,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751907923.0570412,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751907969.674872,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751908579.6180139,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751908672.142195,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
Europe/Ljubljana,1751909455.354368,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751909622.743079,snapchat,False,closedApp,,,
Europe/Ljubljana,1751909730.494633,snapchat,False,openedApp,breathingExercise,6.0,
Europe/Ljubljana,1751909753.4218578,snapchat,False,closedApp,,,
Europe/Ljubljana,1751910854.498767,snapchat,False,closedApp,,,
Europe/Ljubljana,1751911053.642439,snapchat,False,closedApp,,,
Europe/Ljubljana,1751911298.594564,snapchat,False,dismissedAppOpening,breathingExercise,6.0,
