timezone,resolution,timestamp,interventionDuration,app,interventionType,isReIntervention,timeIntervalUntilReIntervention,purpose
Australia/Melbourne,closedApp,1752033816.157032,,tikTok,,False,,
Australia/Melbourne,openedApp,1752047217.967753,6.0,tikTok,breathingExercise,False,1560.0,
Australia/Melbourne,closedApp,1752047260.0390038,,tikTok,,False,,
Australia/Melbourne,openedApp,1752053373.85941,6.0,tikTok,breathingExercise,False,1260.0,
Australia/Melbourne,closedApp,1752053560.919946,,tikTok,,False,,
Australia/Melbourne,openedApp,1752060210.116959,6.0,tikTok,breathingExercise,False,,
Australia/Melbourne,closedApp,1752060826.755889,,tikTok,,False,,
Australia/Melbourne,openedApp,1752098244.020248,6.0,tikTok,breathingExercise,False,1020.0,
Australia/Melbourne,closedApp,1752099277.9954739,,tikTok,,False,,
Australia/Melbourne,openedApp,1752099425.159807,6.0,tikTok,breathingExercise,False,840.0,
Australia/Melbourne,closedApp,1752100271.509882,,tikTok,,False,,
Australia/Melbourne,openedApp,1752100287.4427319,6.0,tikTok,breathingExercise,False,1200.0,
Australia/Melbourne,closedApp,1752101003.3300772,,tikTok,,False,,
Australia/Melbourne,openedApp,1752101043.0063992,6.0,tikTok,breathingExercise,False,780.0,
Australia/Melbourne,closedApp,1752101279.388027,,tikTok,,False,,
Australia/Melbourne,openedApp,1752101731.408932,6.0,tikTok,breathingExercise,False,1320.0,
Australia/Melbourne,closedApp,1752102061.413645,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752102091.327908,6.0,tikTok,breathingExercise,False,,
Australia/Melbourne,openedApp,1752107660.336793,6.0,tikTok,breathingExercise,False,480.0,
Australia/Melbourne,closedApp,1752108147.247071,,tikTok,,False,,
Australia/Melbourne,openedApp,1752125411.093658,6.0,tikTok,breathingExercise,False,900.0,
Australia/Melbourne,closedApp,1752125495.690758,,tikTok,,False,,
Australia/Melbourne,closedApp,1752125703.012048,,tikTok,,False,,
Australia/Melbourne,closedApp,1752125746.605919,,tikTok,,False,,
Australia/Melbourne,closedApp,1752139168.821766,,tikTok,,False,,
Australia/Melbourne,openedApp,1752153569.2110438,6.0,tikTok,breathingExercise,False,1200.0,
Australia/Melbourne,closedApp,1752154777.4277349,,tikTok,,False,,
Australia/Melbourne,openedApp,1752154794.810878,6.0,tikTok,breathingExercise,False,900.0,
Australia/Melbourne,closedApp,1752155696.6550841,,tikTok,,False,,
Australia/Melbourne,openedApp,1752155753.482518,6.0,tikTok,breathingExercise,False,2280.0,
Australia/Melbourne,closedApp,1752156959.128134,,tikTok,,False,,
Australia/Melbourne,openedApp,1752180788.720443,6.0,tikTok,breathingExercise,False,1020.0,
Australia/Melbourne,closedApp,1752181820.856145,,tikTok,,False,,
Australia/Melbourne,openedApp,1752181846.049597,6.0,tikTok,breathingExercise,False,1500.0,
Australia/Melbourne,closedApp,1752183352.805171,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752186652.394639,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752187759.901794,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752187778.81909,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752188727.987272,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752189542.381464,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752205390.788279,6.0,instagram,breathingExercise,False,600.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752205504.320352,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752206074.81081,6.0,instagram,breathingExercise,False,1260.0,Entertainment
Australia/Melbourne,dismissedAppOpening,1752207992.762443,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752208203.389402,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752223396.929263,6.0,instagram,breathingExercise,False,900.0,Bored
Australia/Melbourne,dismissedAppOpening,1752223877.00145,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752223886.007213,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752223911.477907,6.0,tikTok,breathingExercise,False,1200.0,Bored
Australia/Melbourne,closedApp,1752225124.247819,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752225127.98455,6.0,tikTok,breathingExercise,True,,
Australia/Melbourne,dismissedAppOpening,1752225133.029017,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752231868.2114282,6.0,instagram,breathingExercise,False,1440.0,Escape / Avoid
Australia/Melbourne,openedApp,1752232777.072923,6.0,instagram,breathingExercise,False,1440.0,Entertainment
Australia/Melbourne,dismissedAppOpening,1752232883.61129,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752232950.063291,6.0,tikTok,breathingExercise,False,,Search Info
Australia/Melbourne,closedApp,1752233086.556326,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752233162.992608,6.0,tikTok,breathingExercise,False,,
Australia/Melbourne,closedApp,1752233346.894226,,tikTok,,False,,
Australia/Melbourne,closedApp,1752233406.193181,,tikTok,,False,,
Australia/Melbourne,closedApp,1752233706.56003,,tikTok,,False,,
Australia/Melbourne,closedApp,1752233939.3162131,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234009.049223,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234201.349729,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234206.89867,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234264.444644,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234325.9105902,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234390.118017,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234426.199604,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234473.153105,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234492.2118092,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234504.017108,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234531.084042,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234563.832886,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234580.945458,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234598.096264,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234634.50001,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234660.772963,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234697.908565,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234718.367604,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234744.764806,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234803.304556,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234871.792676,,tikTok,,False,,
Australia/Melbourne,closedApp,1752234940.433769,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235004.7042952,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235148.2557921,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235202.204776,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235287.181962,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235304.407669,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235525.353688,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235543.120782,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235592.4643888,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235813.9165092,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235832.006372,,tikTok,,False,,
Australia/Melbourne,closedApp,1752235912.7385468,,tikTok,,False,,
Australia/Melbourne,closedApp,1752236107.7344332,,tikTok,,False,,
Australia/Melbourne,closedApp,1752236234.9529428,,tikTok,,False,,
Australia/Melbourne,openedApp,1752236569.527956,6.0,instagram,breathingExercise,False,720.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752238314.337589,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752236757.828454,,tikTok,,False,,
Australia/Melbourne,closedApp,1752236846.596075,,tikTok,,False,,
Australia/Melbourne,closedApp,1752237051.244437,,tikTok,,False,,
Australia/Melbourne,closedApp,1752237408.5553942,,tikTok,,False,,
Australia/Melbourne,closedApp,1752237483.0263991,,tikTok,,False,,
Australia/Melbourne,closedApp,1752237626.93326,,tikTok,,False,,
Australia/Melbourne,closedApp,1752237709.422007,,tikTok,,False,,
Australia/Melbourne,closedApp,1752237747.156672,,tikTok,,False,,
Australia/Melbourne,closedApp,1752237809.06548,,tikTok,,False,,
Australia/Melbourne,closedApp,1752237865.6236591,,tikTok,,False,,
Australia/Melbourne,closedApp,1752238029.544276,,tikTok,,False,,
Australia/Melbourne,closedApp,1752238209.01229,,tikTok,,False,,
Australia/Melbourne,closedApp,1752239596.006746,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752240366.371275,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752240678.257967,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752269991.576569,6.0,instagram,breathingExercise,False,360.0,Stay In the Loop
Australia/Melbourne,closedApp,1752271135.790479,,tikTok,,False,,
Australia/Melbourne,closedApp,1752271473.0946069,,tikTok,,False,,
Australia/Melbourne,closedApp,1752271890.696353,,tikTok,,False,,
Australia/Melbourne,closedApp,1752272227.9832258,,tikTok,,False,,
Australia/Melbourne,closedApp,1752272339.823495,,tikTok,,False,,
Australia/Melbourne,closedApp,1752272399.999189,,tikTok,,False,,
Australia/Melbourne,closedApp,1752272471.785708,,tikTok,,False,,
Australia/Melbourne,closedApp,1752272633.301858,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752288752.8685942,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752288774.529263,6.0,instagram,breathingExercise,False,1560.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752288896.026315,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752288971.629798,,tikTok,,False,,
Australia/Melbourne,closedApp,1752289064.758853,,tikTok,,False,,
Australia/Melbourne,closedApp,1752289241.366938,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752289821.107345,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752290304.800088,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752290321.086103,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752290336.1716971,,tikTok,,False,,
Australia/Melbourne,closedApp,1752290416.802244,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752290429.435151,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752290442.7782478,,tikTok,,False,,
Australia/Melbourne,closedApp,1752290526.406373,,tikTok,,False,,
Australia/Melbourne,closedApp,1752290562.745887,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752290569.1771898,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752290586.644386,6.0,instagram,breathingExercise,False,1080.0,Stay In the Loop
Australia/Melbourne,closedApp,1752290704.984868,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752291118.633193,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752303864.657465,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752305768.6571488,6.0,instagram,breathingExercise,False,1260.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752306062.231664,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752306105.506396,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752306399.622571,,tikTok,,False,,
Australia/Melbourne,openedApp,1752306697.6658502,6.0,instagram,breathingExercise,False,900.0,Escape / Avoid
Australia/Melbourne,dismissedAppOpening,1752307014.609441,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752307082.127462,,tikTok,,False,,
Australia/Melbourne,closedApp,1752307172.627768,,tikTok,,False,,
Australia/Melbourne,closedApp,1752307263.551748,,tikTok,,False,,
Australia/Melbourne,closedApp,1752307456.855197,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752307771.322758,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752307927.109766,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752308247.3923779,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752308286.472865,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752310297.397011,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752308362.926454,,tikTok,,False,,
Australia/Melbourne,closedApp,1752309124.508346,,tikTok,,False,,
Australia/Melbourne,closedApp,1752312105.908627,,tikTok,,False,,
Australia/Melbourne,closedApp,1752312107.527296,,tikTok,,False,,
Australia/Melbourne,closedApp,1752312665.717891,,tikTok,,False,,
Australia/Melbourne,closedApp,1752313847.3082662,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752313876.583305,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752313884.703429,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752315836.276377,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752315972.05528,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752316289.6219568,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752316316.8717299,6.0,instagram,breathingExercise,False,900.0,Stay In the Loop
Australia/Melbourne,closedApp,1752316592.984313,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752316595.9443321,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752316752.71005,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752317464.3579159,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752320648.209933,,tikTok,,False,,
Australia/Melbourne,openedApp,1752320808.5325751,6.0,instagram,breathingExercise,False,840.0,Entertainment
Australia/Melbourne,dismissedAppOpening,1752320944.647986,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752321019.262845,,tikTok,,False,,
Australia/Melbourne,closedApp,1752321217.86932,,tikTok,,False,,
Australia/Melbourne,closedApp,1752322887.731429,,tikTok,,False,,
Australia/Melbourne,closedApp,1752324089.0687551,,tikTok,,False,,
Australia/Melbourne,closedApp,1752324197.662335,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752324210.5246038,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752330274.244658,6.0,instagram,breathingExercise,False,900.0,Relax
Australia/Melbourne,closedApp,1752330400.821017,,tikTok,,False,,
Australia/Melbourne,closedApp,1752330423.815736,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752330930.896446,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752359239.99512,,tikTok,,False,,
Australia/Melbourne,openedApp,1752359317.3732061,6.0,instagram,breathingExercise,False,1140.0,Entertainment
Australia/Melbourne,closedApp,1752359972.083046,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752364482.4441981,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752367392.574656,,tikTok,,False,,
Australia/Melbourne,closedApp,1752368632.430791,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752369953.781523,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752370405.561091,,tikTok,,False,,
Australia/Melbourne,closedApp,1752370522.369711,,tikTok,,False,,
Australia/Melbourne,closedApp,1752370663.013845,,tikTok,,False,,
Australia/Melbourne,closedApp,1752370813.425758,,tikTok,,False,,
Australia/Melbourne,closedApp,1752370886.400286,,tikTok,,False,,
Australia/Melbourne,closedApp,1752373542.878621,,tikTok,,False,,
Australia/Melbourne,closedApp,1752373605.343511,,tikTok,,False,,
Australia/Melbourne,openedApp,1752377534.2719312,6.0,instagram,breathingExercise,False,960.0,Entertainment
Australia/Melbourne,closedApp,1752378025.458714,,tikTok,,False,,
Australia/Melbourne,closedApp,1752378127.621006,,tikTok,,False,,
Australia/Melbourne,openedApp,1752378144.855497,6.0,instagram,breathingExercise,False,600.0,Entertainment
Australia/Melbourne,closedApp,1752378354.220027,,tikTok,,False,,
Australia/Melbourne,openedApp,1752379222.4862208,6.0,instagram,breathingExercise,False,720.0,Post something
Australia/Melbourne,openedApp,1752380086.1364799,6.0,instagram,breathingExercise,False,900.0,Post something
Australia/Melbourne,openedApp,1752380978.05646,6.0,instagram,breathingExercise,False,780.0,Post something
Australia/Melbourne,openedApp,1752381261.813926,6.0,instagram,breathingExercise,False,660.0,Post something
Australia/Melbourne,dismissedAppOpening,1752381535.858906,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752381694.338582,6.0,instagram,breathingExercise,False,540.0,Message
Australia/Melbourne,openedApp,1752381879.328679,6.0,instagram,breathingExercise,False,840.0,Bored
Australia/Melbourne,closedApp,1752382398.4828491,,tikTok,,False,,
Australia/Melbourne,openedApp,1752382426.2425141,6.0,instagram,breathingExercise,False,180.0,Search Info
Australia/Melbourne,openedApp,1752382715.5603142,6.0,instagram,breathingExercise,False,60.0,Message
Australia/Melbourne,openedApp,1752383965.638928,6.0,instagram,breathingExercise,False,360.0,Bored
Australia/Melbourne,openedApp,1752387894.745585,6.0,instagram,breathingExercise,False,1140.0,Entertainment
Australia/Melbourne,openedApp,1752388064.57943,6.0,instagram,breathingExercise,False,780.0,Entertainment
Australia/Melbourne,closedApp,1752388277.587719,,tikTok,,False,,
Australia/Melbourne,openedApp,1752388852.659052,6.0,instagram,breathingExercise,False,540.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752389080.160326,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752389153.9958758,,tikTok,,False,,
Australia/Melbourne,closedApp,1752389232.437454,,tikTok,,False,,
Australia/Melbourne,openedApp,1752389830.903238,6.0,instagram,breathingExercise,False,840.0,Bored
Australia/Melbourne,dismissedAppOpening,1752390140.324022,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752390359.445315,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752390901.1236858,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752390943.6116052,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752391133.7141252,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752391803.7882938,,tikTok,,False,,
Australia/Melbourne,closedApp,1752392326.113056,,tikTok,,False,,
Australia/Melbourne,openedApp,1752392382.621849,6.0,instagram,breathingExercise,False,540.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752393683.5382419,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752393688.077821,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752393867.375585,6.0,instagram,breathingExercise,False,600.0,Entertainment
Australia/Melbourne,dismissedAppOpening,1752395308.593431,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752395963.740303,6.0,instagram,breathingExercise,False,660.0,Entertainment
Australia/Melbourne,closedApp,1752396028.5494242,,tikTok,,False,,
Australia/Melbourne,openedApp,1752398109.669939,6.0,instagram,breathingExercise,False,540.0,Entertainment
Australia/Melbourne,openedApp,1752399512.345673,6.0,instagram,breathingExercise,False,720.0,Post something
Australia/Melbourne,closedApp,1752399803.7024422,,tikTok,,False,,
Australia/Melbourne,openedApp,1752399929.115942,6.0,instagram,breathingExercise,False,300.0,Check likes
Australia/Melbourne,dismissedAppOpening,1752400290.119584,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752400304.65977,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752400327.7931318,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752400437.4737902,,tikTok,,False,,
Australia/Melbourne,closedApp,1752401494.352452,,tikTok,,False,,
Australia/Melbourne,closedApp,1752402801.459865,,tikTok,,False,,
Australia/Melbourne,openedApp,1752402967.9578838,6.0,instagram,breathingExercise,False,540.0,Entertainment
Australia/Melbourne,dismissedAppOpening,1752403343.644028,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752403367.8601608,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752407463.0086188,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752409314.322589,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752411350.968128,6.0,instagram,breathingExercise,False,60.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752411421.8044739,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752411424.263012,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752411511.861038,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752412420.16661,,tikTok,,False,,
Australia/Melbourne,openedApp,1752445179.081574,6.0,instagram,breathingExercise,False,240.0,Stay In the Loop
Australia/Melbourne,closedApp,1752445603.610433,,tikTok,,False,,
Australia/Melbourne,closedApp,1752449186.177137,,tikTok,,False,,
Australia/Melbourne,closedApp,1752449647.667764,,tikTok,,False,,
Australia/Melbourne,closedApp,1752450040.576703,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752451327.562949,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752451342.161464,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752453692.755217,6.0,instagram,breathingExercise,False,120.0,Toilet
Australia/Melbourne,dismissedAppOpening,1752453792.320061,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752453937.088115,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752453891.782202,,tikTok,,False,,
Australia/Melbourne,closedApp,1752455851.879633,,tikTok,,False,,
Australia/Melbourne,closedApp,1752455898.1601028,,tikTok,,False,,
Australia/Melbourne,closedApp,1752456025.6981921,,tikTok,,False,,
Australia/Melbourne,openedApp,1752457979.885676,6.0,instagram,breathingExercise,False,180.0,Search Info
Australia/Melbourne,openedApp,1752457997.623918,6.0,instagram,breathingExercise,False,300.0,Search Info
Australia/Melbourne,dismissedAppOpening,1752458144.359164,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752459028.5251,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752459855.413795,6.0,instagram,breathingExercise,False,60.0,Search Info
Australia/Melbourne,dismissedAppOpening,1752459938.6359859,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752459990.152451,6.0,instagram,breathingExercise,False,420.0,Search Info
Australia/Melbourne,dismissedAppOpening,1752460387.1184602,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752462378.578604,,tikTok,,False,,
Australia/Melbourne,closedApp,1752469539.495878,,tikTok,,False,,
Australia/Melbourne,closedApp,1752469645.4066381,,tikTok,,False,,
Australia/Melbourne,closedApp,1752470116.765985,,tikTok,,False,,
Australia/Melbourne,openedApp,1752470290.9572248,6.0,instagram,breathingExercise,False,720.0,Search Info
Australia/Melbourne,dismissedAppOpening,1752471556.8409538,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752474519.960816,,tikTok,,False,,
Australia/Melbourne,openedApp,1752474738.2426372,6.0,instagram,breathingExercise,False,180.0,Stay In the Loop
Australia/Melbourne,closedApp,1752475375.383412,,tikTok,,False,,
Australia/Melbourne,closedApp,1752476894.8378592,,tikTok,,False,,
Australia/Melbourne,closedApp,1752477277.485915,,tikTok,,False,,
Australia/Melbourne,closedApp,1752480090.649044,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752480093.868283,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752480115.981849,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752481823.900948,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752488670.4133692,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752481698.752338,,tikTok,,False,,
Australia/Melbourne,closedApp,1752481823.179965,,tikTok,,False,,
Australia/Melbourne,closedApp,1752481837.320503,,tikTok,,False,,
Australia/Melbourne,closedApp,1752482256.5738301,,tikTok,,False,,
Australia/Melbourne,closedApp,1752482800.0263438,,tikTok,,False,,
Australia/Melbourne,closedApp,1752483472.1398358,,tikTok,,False,,
Australia/Melbourne,closedApp,1752483627.233012,,tikTok,,False,,
Australia/Melbourne,closedApp,1752483937.749302,,tikTok,,False,,
Australia/Melbourne,closedApp,1752485753.899932,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752488920.8371348,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752489761.809908,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752526759.751482,6.0,instagram,breathingExercise,False,240.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752526856.411655,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752526901.056279,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752530414.129256,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752530287.090888,,tikTok,,False,,
Australia/Melbourne,openedApp,1752530435.082521,6.0,instagram,breathingExercise,False,120.0,Stay In the Loop
Australia/Melbourne,openedApp,1752530582.875917,6.0,instagram,breathingExercise,True,240.0,Stay In the Loop
Australia/Melbourne,closedApp,1752533562.928835,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752540753.3077168,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752540756.321778,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752540759.8540921,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752540765.516056,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752540780.399708,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752556255.336453,6.0,instagram,breathingExercise,False,1080.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752556335.289612,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,closedApp,1752556826.017898,,tikTok,,False,,
Australia/Melbourne,dismissedAppOpening,1752556991.485738,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752564774.9451408,6.0,instagram,breathingExercise,False,480.0,Stay In the Loop
Australia/Melbourne,dismissedAppOpening,1752568177.011209,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,dismissedAppOpening,1752568883.9986129,6.0,instagram,breathingExercise,False,,
Australia/Melbourne,openedApp,1752568964.427218,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,openedApp,1752569209.4434419,6.0,instagram,breathingExercise,False,300.0,Stay In the Loop
Australia/Melbourne,closedApp,1752569391.3398628,,tikTok,,False,,
Australia/Melbourne,closedApp,1752569409.049214,,tikTok,,False,,
Australia/Melbourne,closedApp,1752570406.81806,,tikTok,,False,,
Australia/Melbourne,closedApp,1752572549.775979,,tikTok,,False,,
Australia/Melbourne,closedApp,1752573673.527077,,tikTok,,False,,
Australia/Melbourne,closedApp,1752573765.389279,,tikTok,,False,,
Australia/Melbourne,closedApp,1752573816.334125,,tikTok,,False,,
Australia/Melbourne,closedApp,1752574101.679718,,tikTok,,False,,
Australia/Melbourne,closedApp,1752574348.5042992,,tikTok,,False,,
