timezone,interventionType,isReIntervention,interventionDuration,resolution,timestamp,purpose,app,timeIntervalUntilReIntervention
Asia/Bishkek,breathingExercise,False,6,openedApp,1752587374.887109,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752588094.14991,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752589089.9318051,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752590364.2522879,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752590898.3799272,дм,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752594686.763531,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752644450.305663,дм,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752645214.8465528,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752645612.6705499,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752646058.9595652,reels,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752646663.653516,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752651362.169383,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752651525.000988,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752657850.236011,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752660782.7140222,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752662528.866415,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752664943.2213268,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752665049.519803,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752667012.005355,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752670440.750873,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752673204.221564,check,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752674796.286932,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752677852.219825,dm,instagram,600.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752678481.762817,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752727712.333663,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752728980.112217,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752729869.201108,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752730390.7505488,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752730893.776186,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752735513.85494,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752735543.484603,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752736050.225271,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752738122.728035,дм,instagram,240.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752740949.849568,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752741586.750586,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,dismissedAppOpening,1752742272.094306,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752750093.0451632,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752751470.9121861,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752754991.81722,дм,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752755541.998993,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752756046.123814,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752756545.433953,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752762302.1705809,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752766385.5996718,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752766999.36636,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752767102.904218,story,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752767695.3580909,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752788717.366747,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752808033.486841,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752810969.0769758,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752813871.832094,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752816036.975634,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752817375.4479098,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752817427.4019299,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752818309.653482,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752819805.401595,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752819856.128859,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752821618.5627089,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752822143.4655151,рислы,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752822880.236053,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752824289.721789,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752824484.292167,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752825486.563098,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752828673.513814,dm and story,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752829597.983165,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752836712.513602,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752837481.8402228,дм,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752839100.046723,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752839269.935046,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752846031.553957,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752846120.356472,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752847335.118178,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752848613.2662969,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752849315.7191691,dm,instagram,60.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752851366.930265,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752853202.929514,дм,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752877695.111337,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752905747.131137,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752909598.4046612,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752912041.1977391,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752912407.369209,stories,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752913093.559999,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752917356.0403419,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752919179.137806,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752922095.145609,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752927383.136363,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752929861.9065928,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752930510.812257,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752932888.851723,dm,instagram,600.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1752933562.210452,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752935704.2533622,story,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752936484.6900249,story,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752937718.682858,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752938812.333533,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752939722.793927,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1752940422.130574,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752941086.4227781,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752982980.833889,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752984810.9824328,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752986189.54492,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752993785.299963,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752994010.606254,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752996677.404454,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1752996680.226759,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1752998067.00834,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753006266.346362,stories,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753007749.126523,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753007782.887094,dm,instagram,540.0
Asia/Almaty,breathingExercise,False,6,openedApp,1753008698.622323,dm,instagram,480.0
Asia/Almaty,breathingExercise,False,6,openedApp,1753012972.233752,dm,instagram,300.0
Asia/Almaty,breathingExercise,False,6,openedApp,1753013634.951586,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753017818.924012,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753017821.4919229,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753019821.740731,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753020727.444531,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753021681.841275,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753072537.411417,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753075073.600443,story,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753075769.806384,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753076872.182266,story,instagram,300.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753077927.984239,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753079141.392576,story,instagram,360.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753079652.998683,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753080923.077293,reels,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753083716.78706,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753084792.452554,reels,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753087650.2574801,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753088085.975641,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753091964.615345,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753092577.5686421,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753096188.081626,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753096798.081458,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753096800.7819219,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753096820.752511,dn,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753098023.9407248,dm,instagram,600.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753099830.075475,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753103140.219729,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753105016.008193,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753105873.4592118,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753106169.477212,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753112306.104443,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753164471.67618,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753164493.455411,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753166969.558265,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753172439.735323,connect,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753174636.39381,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753175319.40183,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753177386.946978,dm,instagram,360.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753177769.173219,reels,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753185065.033215,story,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753190934.8294702,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753196575.791719,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753196579.5462189,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753196581.090845,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753197603.4468951,sm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753198216.653911,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753198263.983089,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753199727.280369,check,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753240726.5335011,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753243254.6150398,write,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753246356.3500571,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753246500.402411,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753247293.928843,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753247305.701447,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753248172.487869,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753251748.5226269,reels,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753262526.0183659,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753264531.291895,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753269975.77033,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753270226.4561849,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753273977.1905398,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753276863.194144,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753276998.35186,story,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753277686.944838,story,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753280227.0264049,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753338583.0026798,story,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753339086.279263,reels,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,dismissedAppOpening,1753339517.8391318,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753344543.016474,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753345023.369708,reels,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,dismissedAppOpening,1753345517.562299,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753352154.340738,stories ,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753353961.591051,reels,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753361474.217093,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753362034.236438,check my reel wuality,instagram,180.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753366328.092802,story ,instagram,300.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753366653.6466188,dm,instagram,360.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753367034.59168,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753367537.342845,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753420508.4874501,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753421526.080956,dm,instagram,300.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753431092.55438,reels ,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753437252.753409,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753444348.405744,story,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753445655.018127,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753445675.278308,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753452200.9179711,reels,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753452644.0744472,reels,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753453096.174556,reels,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753453538.555999,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753453981.128155,reels,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753506879.547754,dm,instagram,360.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753507495.685124,reel,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753509708.853193,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753514317.257565,reels and dm ,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753514835.497913,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753522357.202859,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753524305.0426621,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753526617.1624131,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753526708.504775,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753530035.318575,dm,instagram,180.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753534509.143172,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753534952.485893,reels,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753535512.8340611,reels,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753539925.07622,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753540449.629493,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753542046.654561,reel,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753542541.664544,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753593417.256927,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753595578.737041,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753599146.912942,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753599712.528697,reels,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753601408.017847,reels,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753601970.332007,reels,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753603732.2396731,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753604190.2821841,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753617464.7259212,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753623748.0229712,dm,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753624314.420868,reel,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753624899.710787,reels,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753625409.88117,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753626621.347818,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753627440.134286,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753627458.115193,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753628286.874559,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753630108.7350888,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753630177.19592,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753630188.752552,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753630844.561051,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753644592.0874991,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753644594.283648,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753675399.0807428,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753679428.704273,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753679433.045363,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753682152.648041,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753682223.09052,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753684448.735534,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753685229.841604,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753686917.2314382,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753686999.577707,reels,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753692058.9602299,stories,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,dismissedAppOpening,1753692645.587441,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753692699.245302,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753693991.214147,answer,instagram,180.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753697552.06269,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753706076.906631,dm,instagram,480.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753707030.5159469,dm,instagram,540.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753707592.936197,reels,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753708032.390708,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753708598.76265,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753709825.022346,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753710107.711354,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753711156.356853,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753713968.108962,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753717719.428757,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753730175.178206,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753730176.926475,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753731275.976884,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753770628.562784,dm,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753773026.924053,check,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753773816.397696,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753775833.64712,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753776513.2713351,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753777635.760958,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753778237.088739,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753778325.918139,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753778327.431855,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753780359.73786,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753780391.367107,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753781667.246068,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753785867.872288,reel,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753786310.316994,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753786765.563148,рисл,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753788296.5424562,check,instagram,360.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753790711.632794,dm,instagram,540.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753792662.8239741,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753792708.243607,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753793909.084163,reels,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753795825.416158,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753795893.5353498,reels,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753796562.1830091,dm,instagram,480.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753797838.940652,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753798328.134927,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753802889.9270759,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753803829.541912,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753803845.0824142,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753804112.830832,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753804115.3134851,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753804118.02721,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753804533.1746979,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753804537.361998,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753804538.909813,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753804540.496673,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753857598.36864,,instagram,
Asia/Bishkek,breathingExercise,False,6,dismissedAppOpening,1753857601.6368032,,instagram,
Asia/Bishkek,breathingExercise,False,6,openedApp,1753857625.399051,dm,instagram,420.0
Asia/Bishkek,breathingExercise,True,6,openedApp,1753858073.7902431,dm,instagram,420.0
Asia/Bishkek,breathingExercise,False,6,openedApp,1753858882.666604,dm,instagram,480.0
