interventionType,timestamp,timezone,purpose,isReIntervention,interventionDuration,timeIntervalUntilReIntervention,app,resolution
breathingExercise,1751951622.4449139,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751951666.104957,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751951981.2994041,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751952435.8224468,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751952746.859261,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751953061.9608722,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751953373.7647119,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751953610.5851321,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751954006.775768,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751957329.244331,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751957352.584322,Europe/Amsterdam,,False,1.5,,youtube,dismissedAppOpening
breathingExercise,1751957373.870325,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751957500.861817,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751957827.6937618,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751958266.575111,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751963012.8330522,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751963035.818102,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751975213.463599,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751977222.34551,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751979106.337514,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751983230.33243,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751983542.4188871,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751985176.622733,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1751990769.829718,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1751991081.3511,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751991389.794979,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1751991699.684949,Europe/Amsterdam,Ontspan je,True,1.5,300.0,youtube,openedApp
breathingExercise,1751997812.750694,Europe/Amsterdam,Entertainment,False,1.5,240.0,youtube,openedApp
breathingExercise,1751998580.3420448,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1752012312.984642,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752013376.3464088,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752013692.742408,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752013998.3517299,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752035687.766854,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752037747.589209,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1752044710.302577,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1752044728.197264,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752045035.9745579,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1752045449.1617742,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752048396.826397,Europe/Amsterdam,Entertainment,False,1.5,,snapchat,openedApp
breathingExercise,1752048433.9461632,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752063199.222321,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752066481.764485,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1752066689.060127,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752075699.337744,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752075954.792224,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752076265.792501,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752076479.239891,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752080398.834745,Europe/Amsterdam,,False,1.5,,snapchat,dismissedAppOpening
breathingExercise,1752080750.73039,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752081060.957691,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752081370.187593,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752081679.9862518,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752081987.881802,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752082294.878049,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752082664.308721,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752083347.609507,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752083658.408457,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
breathingExercise,1752083969.541482,Europe/Amsterdam,Entertainment,True,1.5,300.0,youtube,openedApp
breathingExercise,1752084486.695683,Europe/Amsterdam,Ontspan je,True,1.5,300.0,youtube,openedApp
breathingExercise,1752085007.701875,Europe/Amsterdam,Entertainment,False,1.5,300.0,youtube,openedApp
