interventionDuration,resolution,timestamp,timezone,app,isReIntervention,interventionType
1.5,dismissedAppOpening,1753960049.645915,Europe/Madrid,tikTok,False,breathingExercise
1.5,dismissedAppOpening,1753960051.556792,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753962339.885593,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753962482.805834,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753963179.375776,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753963330.375764,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753963656.730999,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753963702.720827,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753963750.342359,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753963769.363782,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753964161.301876,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753964175.9290838,Europe/Madrid,tikTok,False,breathingExercise
1.5,openedApp,1753966200.398541,Europe/Madrid,snapchat,False,breathingExercise
1.5,openedApp,1753967537.689719,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753967733.500766,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753969384.282249,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753969387.755954,Europe/Madrid,instagram,False,breathingExercise
1.5,dismissedAppOpening,1753969416.554411,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753969423.169049,Europe/Madrid,instagram,False,breathingExercise
1.5,openedApp,1753970953.973638,Europe/Madrid,snapchat,False,breathingExercise
1.5,dismissedAppOpening,1753978115.262531,Europe/Madrid,snapchat,False,breathingExercise
