resolution,timestamp,isReIntervention,app,timezone,interventionType,interventionDuration
openedApp,1751301167.3980908,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751301396.858798,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751302112.621014,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751302399.337928,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751302966.2151198,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751303113.171201,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751303331.9728699,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751303654.415331,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751305421.937938,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751308689.693225,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751315830.212702,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751318968.2162929,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751318976.152103,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751319007.92062,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751319114.641552,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751319175.848352,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751319979.8728042,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751320038.8148,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751320167.927141,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751320272.564533,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751321079.815978,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751344963.776496,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751347583.097182,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751347689.365242,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751347971.842918,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751349686.0839992,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751365476.476676,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751366195.6746721,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751366699.0852718,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751366709.7438169,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751372926.524893,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751372933.584588,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751375293.1410031,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751375430.908409,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751375602.276239,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751375878.62362,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751377396.693285,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751377536.712442,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751378080.7509851,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751379576.273071,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751379624.1330729,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751379894.695097,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751380115.905803,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751380583.779935,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751381091.105962,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751381095.283485,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751381155.523878,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751381399.218361,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751381418.5775719,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751381434.79508,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751381476.517595,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751381517.3797112,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751381525.248318,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751381637.4806561,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751381644.796912,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751381745.761852,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751382075.978694,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751382278.570414,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751386449.378957,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751386486.876186,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751387364.75076,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751387615.002118,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751388740.115087,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751389845.69579,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751390029.364984,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751391510.3721452,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751391550.596158,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751393599.7335439,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751394976.440562,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751397291.813451,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751397365.035533,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751399877.785842,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751417000.4363,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751417707.8029032,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751417880.628412,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751418239.933636,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751419136.938717,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751422000.848398,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751423977.7143621,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751426019.240417,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751426101.706933,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751427101.1527228,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751427278.2942019,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751427302.285684,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751427414.07692,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751427443.9919782,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751427451.00242,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751428164.9987612,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751430206.1490378,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751436809.186245,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751438103.703714,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751441085.215482,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751442887.879596,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751443442.583585,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751444460.4613218,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751444610.178627,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751446567.320715,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751446857.145177,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751447403.126781,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751448453.628944,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751449307.333167,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751451696.034758,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751453502.244551,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751456403.062778,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751456717.447309,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751456783.239496,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751458344.518952,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751460330.569913,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751460400.5948548,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751460411.403911,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751462019.3997169,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751462034.743946,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751462039.551223,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751462043.896925,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751466357.452299,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751467659.565047,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751468004.734768,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751517982.3045301,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751518181.0305629,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751519396.5646129,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751524275.388087,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751526374.316173,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751526846.843165,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751528227.248088,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751532089.6857262,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751533350.935615,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751536325.8341289,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751541143.64537,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751541434.77695,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751542488.52562,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751545979.567398,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751547218.488504,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751547252.885212,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751550490.628475,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751554617.922933,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751556067.1401181,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751557361.0980558,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751558394.37741,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751559156.8681002,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751559203.099496,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751560092.608663,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751560195.1146069,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751560477.148034,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751560528.137285,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751560715.179984,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751560891.510916,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751561148.186333,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751561434.084437,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751561598.601496,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751561907.705828,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751564047.155342,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751564807.261414,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751564983.424248,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751565149.001059,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751565156.4808989,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751565524.383466,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751565530.655867,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751571657.4743981,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751604058.399387,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751604866.37495,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751605245.514347,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751611698.0913239,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751612507.774344,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751614098.765615,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751614363.276113,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751614629.306226,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751617391.341244,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751617429.496072,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751618195.2628598,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751618328.698971,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751620083.0495028,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751621121.7848039,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751621142.169838,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751621624.94155,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751621657.377699,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751621747.414147,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751622145.493717,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751622790.916678,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751624001.085643,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751624184.297374,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751624933.544446,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751626480.5194001,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751626499.812039,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751629183.260828,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751629188.919396,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751632088.282193,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751640002.721523,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751640390.988461,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751640886.9671888,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751641060.6319199,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751641682.6143742,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751643327.3755798,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751644447.269487,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751650359.1982589,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751650440.9613152,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751650740.849983,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751650788.339072,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751651019.1125212,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751651027.615364,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751651438.201953,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751651781.3208609,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751651874.676368,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751652540.653276,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751652879.9955401,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751656019.5742068,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751658392.7775621,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751673941.994176,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751676747.1073232,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751680638.930448,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751680802.7232819,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751681446.629924,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751681499.125214,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751681986.296351,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751684588.801352,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751685885.2266011,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751686282.220552,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751686838.347693,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751687395.323569,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751689534.908534,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751692016.2207341,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751692793.42101,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751693762.6641011,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751694451.238795,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751721898.4663239,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751721907.2890592,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751722338.9700232,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751722343.194102,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751722371.8490891,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751722431.3846521,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751722874.7097712,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751723398.288064,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751725590.65906,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751726114.5691118,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751726789.174467,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751726797.857619,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751732660.304542,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751735788.1812968,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751737872.111373,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751738664.517885,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751738743.1030412,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751738789.682338,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751738959.516753,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751739165.408887,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751740465.621965,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751740548.3549418,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751740657.1670508,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751740875.2067919,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751741074.4823909,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751742561.23629,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751742662.702705,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751775300.889514,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751777365.525021,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751777386.8296108,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751778042.328463,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751778405.981,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751778592.916037,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751779029.811907,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751779132.818176,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751781193.355301,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751782505.512419,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751788984.842078,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751788994.6241322,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751789081.709743,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751789281.170387,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751789884.2083092,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751793172.247748,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751793449.963869,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751795721.40505,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751796286.435279,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751799323.284632,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751801695.3317308,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751802782.0679278,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751807154.384105,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751809643.8894029,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751810807.585707,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751812384.974165,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751814250.931396,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751816067.007536,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751816507.097656,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751816562.209303,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751818404.92734,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751818643.5503511,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751818656.476005,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751818704.539369,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751819729.4428911,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751819852.88758,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751820564.9209251,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751821002.021924,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751847785.817463,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751851800.502061,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751851946.322478,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751853613.056888,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751856945.6934319,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751857002.8399792,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751857597.406169,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751858097.892425,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751858392.4040952,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751858504.070798,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751859587.7074661,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751859853.728788,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751860537.434474,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751860550.189046,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751860580.1910582,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751861521.491164,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751861717.22963,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751862806.552634,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751863159.1993499,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751863193.983385,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751863390.757046,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751865271.115995,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751865400.5196571,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751865552.796866,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751865857.017078,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751865881.224277,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751866092.72231,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751866278.677765,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751866635.531709,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751866684.8149529,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751875955.417619,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751877093.299509,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751878203.9333,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751878377.491477,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751880883.548789,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751892574.712105,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751892823.5553908,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751893200.615144,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751894098.663837,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751894208.027779,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751894572.592928,False,instagram,Asia/Kolkata,breathingExercise,1.5
dismissedAppOpening,1751896898.101019,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751899035.7268481,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751900560.668971,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751901009.4181042,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751901353.894308,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751902310.632752,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751902608.9860911,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751905314.443424,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751905823.903565,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751907037.092174,False,instagram,Asia/Kolkata,breathingExercise,1.5
openedApp,1751937910.710353,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751937977.985945,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751938592.274363,False,instagram,Asia/Kolkata,breathingExercise,6.0
