isReIntervention,timestamp,app,timezone,resolution,interventionType,interventionDuration
False,1751387451.980603,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751388141.704805,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751390073.843855,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751390421.3707871,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751396027.2361689,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751398055.667427,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751399356.975143,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751400534.714036,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751406389.389962,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751435823.613378,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751436984.8910952,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751438983.326242,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751446567.211014,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751448321.6127648,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751448572.4364429,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751449137.173225,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751449537.201859,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751457695.201611,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751457767.059814,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751460735.292111,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751460829.904803,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751462729.180575,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751463203.080278,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751464073.799181,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751464364.5981688,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751466828.489046,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751469443.224042,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751473981.03129,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751481109.7552938,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751482956.711679,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751484118.649846,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751484957.761513,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751518480.229189,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751521149.366465,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751522935.3236141,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751524662.4823709,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751529420.228627,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751531557.887011,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751534407.924582,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751535647.018746,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751535655.683494,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751535850.3902159,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751535955.722049,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751536222.541788,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751536303.1116672,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751537878.092047,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751551767.625839,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751552303.48521,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751553559.113017,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751554315.350138,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751559908.609587,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751561501.6667871,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751563313.57617,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751564016.0741959,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751565058.681942,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751565893.279103,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751566838.021113,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751567125.423088,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751568957.749238,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751578785.119462,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751579163.372126,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751580537.646224,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751581029.5227919,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751581813.811263,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751581984.715169,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751582153.753396,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751585521.040031,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751612085.038626,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751612549.059019,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751613038.134649,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751614386.468546,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751615352.6228309,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751618057.830445,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751618208.279673,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751618391.1522279,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751618871.780657,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751619065.7020001,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751622049.550486,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751623012.336234,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751623055.196055,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,1.5
False,1751623376.4931788,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751623760.646481,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751624005.909451,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751624156.388006,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751626257.23893,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751626783.811599,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751626860.4393559,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751627828.814773,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751630447.0749512,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751630729.578114,instagram,Europe/Kiev,openedApp,breathingExercise,1.5
False,1751986706.204176,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1751991057.8670468,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1751992257.1700559,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1751994910.945681,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752000038.00981,instagram,Europe/Chisinau,openedApp,breathingExercise,6.0
False,1752000453.637425,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752000780.43821,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752001707.5916228,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752002268.405034,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752002406.0628638,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752003779.4059181,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752009917.3399749,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752039288.247994,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752040456.9851232,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752042067.138928,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752043510.345448,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752043989.1949,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752044011.4670181,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752044027.089752,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752045571.126365,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752045832.925621,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752045912.229621,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752061235.5003061,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752061254.4522839,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752061791.0764341,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752063504.7907,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752063702.3542318,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752063911.915052,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752064321.6068358,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752067613.885371,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752068026.039779,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752068352.2250109,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752068371.2882981,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752077993.2035398,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752078428.430283,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752081162.531909,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752081753.057493,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752081849.5093942,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752083180.6315398,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752083382.608649,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752083597.503377,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752084891.363219,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752085370.945427,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752085457.367693,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752086562.676962,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752102098.0454001,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752104099.013346,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752104206.6775641,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752133592.485907,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752151431.7292252,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752151691.817855,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752152199.709897,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752154020.069984,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752154912.0849628,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752158281.06699,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752162871.060266,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752175259.0630789,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752210109.8344622,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752214183.6257029,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752215781.760598,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752216719.140023,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752216952.328804,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752217270.8199801,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752217375.293707,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752221644.717519,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752224288.105912,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752224396.677485,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752224398.775929,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752224413.2356071,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752229831.894534,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752230581.8908339,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752230584.000064,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752237842.05848,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752238825.599269,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752240182.740296,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
False,1752240541.231848,instagram,Europe/Kiev,dismissedAppOpening,breathingExercise,6.0
False,1752241290.099999,instagram,Europe/Kiev,openedApp,breathingExercise,6.0
