app,isReIntervention,purpose,timestamp,timezone,resolution,interventionType,interventionDuration,timeIntervalUntilReIntervention
instagram,False,Message,1751881598.093904,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751883286.434449,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1751885803.8821669,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1751887180.891967,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1751887512.006671,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1751887530.436461,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751887780.276968,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751894396.0108771,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751894460.007767,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1751894486.180252,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1751894494.0023742,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751894732.671749,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1751894907.024025,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1751898774.255118,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751898933.393847,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751899329.1709971,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751899505.688229,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751900184.6796,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751900247.229827,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751901514.8480248,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751910449.10357,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751911413.608374,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751949089.124187,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751949214.396843,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751949363.622933,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1751950815.6391292,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,,1751950822.803125,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1751950830.053433,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751951671.117683,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1751954306.088245,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1751954313.45462,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751956754.9058108,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751957225.069128,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751959221.089692,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751964993.3808599,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1751979727.056412,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1751979736.5651379,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1751985356.6087852,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1751988296.2799768,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751988711.477561,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1751995572.606544,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751995678.357316,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751995828.900424,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1751997144.31285,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1751998126.632966,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1751998135.510666,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752034045.637584,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752038915.786967,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752052211.600281,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752052573.025642,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752054487.324168,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,,1752054493.720767,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Bored,1752054501.720978,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752055596.548382,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752055964.644974,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752064853.919742,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752065081.2313519,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752074155.1557012,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752074585.938442,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752080103.185488,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752120014.170443,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752120094.112626,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752120250.708847,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752136622.9919848,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752136765.19377,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752139223.077375,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752140408.5491261,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752142139.534801,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752142230.6812391,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752145318.078528,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752145481.379118,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752156058.380568,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752156093.1516309,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752157670.277998,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752157813.199971,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752157886.147599,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,,1752160046.982139,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752160061.267571,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752160092.6309938,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752160130.6331658,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752160138.697108,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752160166.7506828,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752160188.843854,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752161344.41832,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752163351.693306,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,,1752163480.0704532,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1752169353.563963,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752170320.979212,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752195309.9040608,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752195493.435174,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752195509.6116729,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752198157.348316,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752199511.3445349,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752204535.242076,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752211304.479733,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752217634.957055,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752218429.642569,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752218467.8156419,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752218485.294323,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752219964.289935,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752221688.563452,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1752222823.7014241,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752222940.541669,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752223339.149568,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,,1752223350.128741,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,,1752223357.072099,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1752223363.3352451,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752226481.172884,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752229218.8981419,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752229310.333085,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752229348.768907,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,,1752229358.024313,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1752229366.3029962,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752229386.2773561,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752230165.166946,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1752230178.6889272,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752231824.087156,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752238563.478701,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752249488.878536,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752251793.166068,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752252530.2006788,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,,1752252538.851794,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752252545.902936,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752253505.2297301,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752254250.7546182,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752291613.1233768,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
google,False,Message,1752306706.4076061,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752306870.4739099,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752307386.130385,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752317706.34373,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752318593.834032,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752322990.578371,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752323238.948948,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752323417.077476,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752323534.838832,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752323543.8724241,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752327530.1702008,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752327931.158767,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752328194.683168,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,,1752331486.415663,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,,1752331582.4495258,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752333680.036607,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752335377.223922,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752339500.012161,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752339772.923849,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752339938.043964,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752339975.523621,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752339982.722203,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752340013.732833,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,,1752340179.3511481,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752340422.572997,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752340444.980691,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752366225.940054,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752374706.535851,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752377423.8524961,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752378573.367333,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752378579.469439,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752380087.632934,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752380111.232572,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752380171.443568,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752381191.954129,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752382989.264977,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752384030.780395,Asia/Kolkata,openedApp,breathingExercise,1.5,
google,False,Message,1752385059.928062,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752386967.543179,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752388328.356279,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752389854.541026,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752389878.599762,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752391461.1002421,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,,1752395695.9490051,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752396211.864028,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752396290.423129,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752397132.9165869,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752405752.1606898,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752405904.932845,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752408727.184033,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752416690.230914,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752416772.015864,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752417196.051762,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752426701.709361,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752427220.6249352,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,,1752459382.9020882,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,,1752459390.153136,Asia/Kolkata,dismissedAppOpening,breathingExercise,1.5,
instagram,False,Message,1752464629.6349049,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752464749.169339,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752465696.876467,Asia/Kolkata,openedApp,breathingExercise,1.5,
instagram,False,Message,1752475529.6316051,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752475553.78105,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,,1752489642.84231,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752494022.388525,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752496596.949932,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752496654.823451,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752496674.282135,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752496810.857657,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752496830.012024,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752497618.1168709,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752507871.871515,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752515276.564618,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,,1752515290.277209,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752515299.902916,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752546646.583987,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752548257.5748239,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752569918.4260259,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752581168.9347959,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752582326.4890451,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752599274.726795,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752599576.0547519,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752599753.771352,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752600138.654499,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752600207.8351269,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752600235.843748,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752600676.189724,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,,1752623676.936157,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752630065.3678079,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752649070.891814,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752650073.8470469,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752667339.4365602,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752668232.399704,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752670064.826716,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752683628.786979,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752713094.364009,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752720415.740993,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752726659.549109,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752728122.805808,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752730074.122232,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752733346.0494041,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752733973.6572108,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752734171.953048,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752734182.090046,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752734996.591728,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752757417.121675,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752759021.1516562,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752761805.675328,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752764692.620928,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,,1752764695.9459062,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752764728.8821878,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752765945.993592,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752808832.699086,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752821019.473202,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,,1752826869.874119,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752826881.497163,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752827902.337201,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752829030.9595032,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752830040.673465,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752830834.034642,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752834856.519861,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752855567.210223,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752857239.959228,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752889179.467126,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752893124.135721,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752893741.612082,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752894212.768754,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752899014.3343248,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752899527.10917,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752904894.78716,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752905171.615149,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752905233.2529058,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752905258.990515,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752905360.457703,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,,1752905460.168827,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752905470.057579,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752914807.761903,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752914828.308196,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752915142.0933409,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752915165.401614,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752938392.779603,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,,1752938397.501192,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752938408.962007,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752943358.4319692,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752943372.8853722,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752971269.974673,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1752980823.57755,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752980882.331543,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752981589.815814,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1752982073.906682,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1752982265.741333,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753114128.416251,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753114675.96506,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753157373.626462,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753157461.995154,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753158101.696742,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753158113.329937,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753196749.68748,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753241722.3271341,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753243231.779807,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753244146.939038,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753288796.918952,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753288810.294615,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753288868.5295758,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753289280.383397,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753289339.3130012,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753289601.240582,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753292691.385359,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753323394.4764361,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753346915.3472018,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753359852.1054401,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753360056.2786741,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753360075.1006808,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753360094.108817,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753360328.992814,Asia/Kolkata,openedApp,breathingExercise,3.0,
google,False,Message,1753360944.717751,Asia/Kolkata,openedApp,breathingExercise,3.0,
google,False,,1753360989.379253,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
google,False,,1753360992.823162,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
google,False,,1753361017.002119,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
google,False,,1753361019.1099892,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
instagram,False,Message,1753366444.632139,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753413097.404269,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753413463.684974,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753417692.0322042,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753418029.345967,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,Message,1753418232.857465,Asia/Kolkata,openedApp,breathingExercise,3.0,
instagram,False,,1753421505.135104,Asia/Kolkata,dismissedAppOpening,breathingExercise,3.0,
