resolution,isReIntervention,interventionDuration,interventionType,timezone,app,timestamp
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753189851.4045448
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753189905.084538
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753189979.134429
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753190186.531646
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753191570.397413
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753192712.73914
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753196540.6040401
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753196559.5649672
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753196946.3835459
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753198980.465598
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753200193.606818
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753200523.758587
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753200599.3260899
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753201014.857068
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753202351.934771
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753205372.17663
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753205692.939334
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753205782.2591639
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753205808.695106
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753206411.1563911
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753208262.37867
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753210723.525799
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753234073.2415838
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753234103.747406
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753234961.088824
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753235024.870475
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753235408.605847
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753235412.034181
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753235508.228125
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753235659.934097
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753235776.276417
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753236417.9117332
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753236978.279244
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753237074.085197
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753237801.16348
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238027.28096
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238053.959968
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238086.1335468
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238332.991405
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238353.914247
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238562.864299
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238652.579247
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238781.720131
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238813.452066
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238944.943616
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753238948.659334
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753239038.005538
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753239335.682267
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753239861.405078
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753240203.802892
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753240296.454978
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753241593.150216
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753241646.7607021
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753243395.3946052
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753245780.703113
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753245812.357534
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753245978.9426088
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753246005.638535
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753246026.901531
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753246321.638449
dismissedAppOpening,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753250251.0808039
openedApp,False,1.5,breathingExercise,Asia/Dubai,whastapp,1753250546.782446
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753269409.780458
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753269699.2811399
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753269825.8923302
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753275453.4588299
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753279476.421596
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753279488.4971461
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753281133.6071038
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753281333.5642529
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753288224.6185331
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753289742.516871
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753293497.159558
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753294444.218735
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753294576.9184031
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753294804.749994
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753331075.398473
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753333197.867655
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753333333.967115
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753339833.0133982
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753343809.7970471
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753344121.348472
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753344225.7057462
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753349244.5046191
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753350765.116541
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753350892.53965
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753351323.616981
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753351444.3813028
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753351617.872711
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753352090.269977
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753352165.388966
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753372353.831204
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753372438.519551
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753372473.872488
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753372938.403599
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753372990.835664
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753373016.361497
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753373072.976793
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753373156.365617
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753373339.563511
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753373564.904042
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753373739.853922
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753374025.071556
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753374265.4093919
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753374313.835688
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753374442.580687
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753374463.2213469
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753374641.2896
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753374702.7275949
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753374923.327322
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753375180.932475
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753375246.7332191
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753375472.078265
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753375731.160304
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753375742.628911
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753376320.9717789
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753383325.244725
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753383393.19824
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753419680.16109
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753420501.265315
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753420784.2455912
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753420945.625297
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753421031.7623339
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753423879.4845948
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753424150.221648
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753424267.298932
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753424622.894631
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753424776.373976
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753426645.209035
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753426969.21121
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753428223.500375
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753446632.10412
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753455198.743639
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753455232.795985
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753461180.403689
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753461567.2822418
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753462585.664832
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753464316.769661
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753465472.884088
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753465570.734904
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753466626.9546862
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753466870.421115
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753466998.236608
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753467532.263873
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753467715.204939
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753468634.834274
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753469074.0085669
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753506441.615967
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753506510.725295
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753507803.5686069
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753516116.5367808
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753516281.031958
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753517105.786687
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753517182.1794991
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753520391.8395529
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753526680.947503
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753531098.3037581
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753531431.776649
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753531665.347116
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753531719.3824039
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753531825.620549
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753532036.841041
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753532250.351767
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753532495.660497
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753532673.671782
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753532775.266831
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753532956.518637
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753533880.859676
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753534096.209543
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753534125.22827
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753534133.371721
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753535294.3394132
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753535445.1196818
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753539074.7110372
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753539461.939858
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753539682.730217
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753544181.415973
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753544277.801866
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753544552.978049
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753545472.2086701
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753546704.855811
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753547044.354521
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753547411.551683
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753552357.8603191
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753552472.429409
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753552522.4552221
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753552549.9228811
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753552669.127245
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753552728.112422
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753552757.888283
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753552939.3245
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753553563.72084
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753553650.780478
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753553793.1886392
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753553999.462977
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753554423.009037
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753554754.641109
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753555097.304177
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753555553.323703
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753555623.8530889
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753590807.096098
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753591679.537566
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753593395.1275
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753596418.834465
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753597503.571404
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753597564.084158
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753602970.368291
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753604731.436369
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753614800.366376
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753636014.193709
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753636746.0890641
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753636977.345473
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753637990.142367
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753638818.7523432
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753643254.0576
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753643513.134152
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753643553.701624
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753677713.262237
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753677906.801784
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753679324.868719
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753679425.3017101
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753680899.987323
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753681176.810504
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753683816.2652159
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753684622.1827822
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753684756.827436
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753689835.671095
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753695649.87254
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753695673.4771261
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753696237.8145828
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753696510.9936972
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753696920.524482
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753697073.338324
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753697079.5885758
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753697283.840585
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753697287.131024
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753700698.113484
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753700996.544664
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753702577.602488
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753702872.137638
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753702975.892669
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753703862.7045631
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753703925.107043
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753705316.58353
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753705567.0643349
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753705824.9689322
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753707011.723298
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753707014.828893
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753707744.0693722
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753707804.778218
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753709415.7192268
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753711220.4256392
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753711466.6164
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753714211.588519
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753715589.0429912
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753716569.1309218
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753716647.817558
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753717583.61479
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753719393.541347
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753720831.8847408
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753763775.363028
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753765406.650229
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753765523.2064738
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753765610.5766969
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753766269.855513
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753767381.41051
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753767473.3219361
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753767580.498677
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753768825.2308831
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753768874.451442
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753768924.728932
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753769433.574362
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753770275.976455
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753770863.081526
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753770896.8646789
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753771047.810827
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753771233.899955
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753771516.7947989
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753773927.713736
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753773947.975337
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753774534.227886
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753774582.931968
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753775703.5984092
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753778720.754586
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753778737.50036
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753779138.1891332
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753779796.387279
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753780042.619834
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753780258.258656
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753783616.0692558
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753783708.74677
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753783748.842556
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753783818.794369
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753783839.5395532
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753783939.606549
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753784101.91696
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753784104.5982718
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753784814.275017
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753787466.1475902
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753790694.0356622
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753795785.3787398
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753795824.097743
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753802912.582395
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753803244.6470752
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753803522.839147
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753803794.030204
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753804026.09347
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753804202.145546
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753804377.90317
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753804386.658318
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753804421.4893498
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753804559.905702
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753804755.0781531
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753804947.924909
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753805566.302034
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753805708.0517
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753848748.367334
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753851838.0766768
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753851993.515297
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753852267.12728
dismissedAppOpening,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753853579.983093
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753854257.7601562
openedApp,False,1.5,breathingExercise,Asia/Tbilisi,whastapp,1753854458.2767038
