timezone,interventionDuration,isReIntervention,app,interventionType,timestamp,resolution
Europe/Berlin,6.0,False,instagram,breathingExercise,1753557785.49091,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753599498.6011782,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753599520.696751,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753645694.468857,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753645787.798507,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753645801.3360271,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753654059.665534,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753681131.358519,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753704290.974896,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753704477.980276,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753725032.843943,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753740225.101965,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753775836.313455,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753779148.9619908,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753779248.619797,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753779255.469315,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753799392.837048,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753799763.1651912,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753813506.63539,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753851279.363056,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753918947.501474,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753919869.6127682,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753920134.4153528,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753945459.009066,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753950302.758436,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753950702.865456,openedApp
Europe/Berlin,6.0,False,instagram,breathingExercise,1753956866.6971369,dismissedAppOpening
Europe/Berlin,6.0,False,instagram,breathingExercise,1753984517.469003,openedApp
