timestamp,isReIntervention,interventionType,resolution,interventionDuration,app,timezone
1754137619.051959,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1754175906.424943,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754178056.981797,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1754178199.623106,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754178443.178316,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754178632.728907,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754178776.8239279,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754192053.6871161,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754192172.8127642,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
1754205453.932321,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754210354.230864,False,breathingExercise,openedApp,6.0,tikTok,America/Mexico_City
1754238657.985324,False,breathingExercise,dismissedAppOpening,6.0,tikTok,America/Mexico_City
